fir_id,crime_type,district,police_station,reported_at,latitude,longitude,status,offender_id,victim_gender,victim_age,weapon_used,crime_hour,crime_day,crime_month,crime_year,is_weekend,festival,season,income_category,population_density,crime_frequency,repeat_offender_count,time_since_last_crime,previous_crimes_nearby,distance_from_police_station,historical_hotspot_score,risk_score,risk_level,threat_level,confidence_score,trend_score,seasonal_pattern,risk_zone,patrol_recommendation,day_night_indicator,crime_forecast
FIR-2026-32098,Robbery,Bengaluru Urban,Bengaluru Urban Cyber Cell,2026-09-10 01:05:00,16.089218,76.964489,Under Investigation,OFF-3499,Male,64,Digital,1,10,9,2026,0,0,Monsoon,Low,12000,10,3,423,11,11.34,0.47,30,Low,Low,0.72,0.34,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-32099,Coastal Smuggling,Udupi,Udupi Rural,2021-11-29 04:48:00,11.837393,77.459909,Solved,OFF-2270,Male,57,Firearm,4,29,11,2021,0,0,Winter,Medium,8000,4,5,214,1,4.85,33.56,88,High,Moderate,0.71,0.09,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-32100,Financial Fraud,Bengaluru Urban,Bengaluru Urban Cyber Cell,2024-07-10 17:38:00,17.365362,76.842869,Under Investigation,OFF-3346,Male,44,Crowbar,17,10,7,2024,0,0,Monsoon,High,4500,1,4,50,14,12.5,13.6,82,High,Moderate,0.65,-0.15,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-32101,Drug Trafficking,Belagavi,Belagavi South,2020-10-09 01:19:00,14.214563,77.249692,Solved,OFF-1683,Male,15,Stick,1,9,10,2020,0,0,Monsoon,High,12000,9,2,386,3,2.35,69.94,66,Medium,Low,0.6,-0.65,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-32102,Theft,Mangaluru,Mangaluru North,2025-08-13 06:31:00,17.198246,74.517767,Solved,OFF-3871,Female,58,Crowbar,6,13,8,2025,0,0,Monsoon,Low,4500,10,4,703,6,12.97,23.16,28,Low,Low,0.74,0.99,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-32103,Traffic Offence,Chikkamagaluru,Chikkamagaluru North,2024-08-13 17:45:00,14.717342,75.556956,Solved,OFF-2947,Unknown,65,Knife,17,13,8,2024,0,0,Monsoon,Medium,12000,6,2,471,8,13.51,10.71,52,Medium,Severe,0.74,-0.07,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-32104,Drug Trafficking,Bengaluru Urban,Bengaluru Urban South,2024-05-11 18:36:00,13.089887,75.539323,Solved,OFF-1764,Male,21,Digital,18,11,5,2024,1,0,Summer,High,12000,3,3,87,6,12.32,78.46,63,Medium,Moderate,0.59,-0.72,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-32105,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2020-03-18 00:59:00,14.633594,74.728065,Closed,OFF-2375,Female,49,Crowbar,0,18,3,2020,0,0,Summer,High,8000,9,4,853,14,5.98,11.14,41,Medium,Moderate,0.73,0.26,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-32106,Financial Fraud,Bengaluru Urban,Bengaluru Urban South,2023-11-27 15:39:00,12.873653,76.581796,Open,OFF-3925,Female,62,Digital,15,27,11,2023,0,0,Winter,High,12000,3,2,531,0,8.37,34.99,100,High,Severe,0.97,0.15,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-32107,Property Dispute,Bengaluru Urban,Bengaluru Urban Rural,2024-07-03 10:36:00,14.215585,74.800898,Under Investigation,OFF-4570,Male,19,Stick,10,3,7,2024,0,0,Monsoon,Low,8000,3,5,988,5,5.84,74.86,100,High,Low,0.74,-0.57,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-32108,Cyber Crime,Other,Other North,2026-11-15 23:53:00,13.223251,77.945503,Closed,OFF-3961,Female,22,Firearm,23,15,11,2026,1,0,Winter,High,4500,8,5,721,15,12.49,41.41,69,Medium,Low,0.55,0.04,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-32109,Robbery,Hubballi Dharwad,Hubballi Dharwad Rural,2020-02-10 07:53:00,11.502178,75.517481,Solved,OFF-3957,Male,34,Crowbar,7,10,2,2020,0,0,Winter,Medium,4500,6,5,685,1,5.2,3.2,57,Medium,Low,0.67,0.01,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-32110,Theft,Mysuru,Mysuru Cyber Cell,2021-10-23 00:05:00,15.566564,74.049657,Open,OFF-4651,Unknown,43,Stick,0,23,10,2021,1,0,Monsoon,High,8000,6,3,105,11,9.82,81.2,45,Medium,Low,0.53,0.14,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-32111,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2022-01-27 13:38:00,16.20383,77.792586,Under Investigation,OFF-2818,Female,64,Digital,13,27,1,2022,0,0,Winter,High,12000,3,5,563,12,12.47,93.98,10,Low,Severe,0.7,0.4,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-32112,Traffic Offence,Kalaburagi,Kalaburagi Central,2024-06-29 12:48:00,17.613314,74.89737,Under Investigation,OFF-3618,Male,47,Digital,12,29,6,2024,1,0,Summer,High,12000,6,1,206,2,10.44,57.34,99,High,Moderate,0.64,-0.02,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-32113,Assault,Mangaluru,Mangaluru North,2026-06-08 00:30:00,15.600941,77.149124,Closed,OFF-1041,Male,72,Crowbar,0,8,6,2026,0,0,Summer,High,12000,2,3,477,12,4.36,48.93,75,Medium,Moderate,0.56,0.31,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-32114,Cyber Crime,Bengaluru Urban,Bengaluru Urban North,2024-02-08 06:53:00,15.528156,76.847784,Closed,OFF-4412,Male,23,Crowbar,6,8,2,2024,0,0,Winter,Medium,4500,7,2,156,7,14.82,34.5,46,Medium,Severe,0.76,-0.22,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-32115,Burglary,Other,Other Rural,2024-06-05 15:08:00,18.432063,74.965366,Solved,OFF-1629,Female,67,Firearm,15,5,6,2024,0,1,Summer,Low,8000,3,5,363,4,1.23,63.43,91,High,Severe,0.72,-0.01,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-32116,Burglary,Other,Other South,2025-12-24 13:15:00,16.905551,74.403293,Under Investigation,OFF-1174,Unknown,37,Firearm,13,24,12,2025,0,0,Winter,Low,4500,6,5,805,1,1.37,57.89,94,High,Moderate,0.84,-0.96,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-32117,Cyber Crime,Bengaluru Urban,Bengaluru Urban Rural,2023-08-14 17:40:00,15.358723,78.184247,Under Investigation,OFF-3594,Female,55,Crowbar,17,14,8,2023,0,0,Monsoon,Medium,8000,3,3,848,9,11.43,4.32,100,High,Severe,0.7,0.61,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-32118,Assault,Udupi,Udupi Central,2021-10-21 10:28:00,15.849376,75.91341,Closed,OFF-2040,Male,51,Digital,10,21,10,2021,0,0,Monsoon,Low,8000,10,3,212,1,1.01,56.08,19,Low,Low,0.7,-0.23,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-32119,Coastal Smuggling,Udupi,Udupi Rural,2026-07-11 21:13:00,16.075248,74.55745,Closed,OFF-4794,Male,60,Knife,21,11,7,2026,1,0,Monsoon,High,12000,10,5,371,12,9.17,95.21,98,High,Moderate,0.7,0.96,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-32120,Cyber Crime,Hubballi Dharwad,Hubballi Dharwad South,2024-06-19 21:10:00,12.664495,76.898522,Open,OFF-3965,Male,75,Digital,21,19,6,2024,0,0,Summer,Low,12000,8,5,233,0,3.16,84.31,82,High,Low,0.59,-0.89,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-32121,Traffic Offence,Other,Other South,2024-08-09 23:08:00,12.050267,74.31273,Closed,OFF-3424,Female,74,Unknown,23,9,8,2024,0,0,Monsoon,Low,12000,3,4,911,6,5.71,46.52,92,High,Severe,0.55,0.86,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-32122,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2022-06-24 18:01:00,12.782256,76.353488,Open,OFF-4669,Female,58,Unknown,18,24,6,2022,0,0,Summer,High,12000,3,5,156,0,8.65,28.07,17,Low,Moderate,0.96,0.34,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-32123,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada Central,2020-01-28 03:37:00,13.749055,76.667528,Closed,OFF-2674,Unknown,28,Digital,3,28,1,2020,0,0,Winter,High,8000,7,3,514,4,10.02,83.48,63,Medium,Moderate,0.61,-0.15,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-32124,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada South,2025-03-12 08:58:00,18.485294,75.19097,Under Investigation,OFF-2699,Female,75,Stick,8,12,3,2025,0,0,Summer,High,4500,9,4,325,11,10.17,32.16,57,Medium,Low,0.82,0.08,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-32125,Assault,Udupi,Udupi Cyber Cell,2023-12-11 04:32:00,12.27843,78.208522,Under Investigation,OFF-3008,Unknown,75,Firearm,4,11,12,2023,0,0,Winter,Low,12000,10,5,813,15,5.72,21.68,58,Medium,Low,0.75,0.49,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-32126,Property Dispute,Other,Other Central,2026-05-10 13:35:00,17.09767,75.372963,Under Investigation,OFF-1590,Male,62,Stick,13,10,5,2026,1,0,Summer,Medium,4500,1,2,715,6,7.44,93.11,75,Medium,Severe,0.9,-0.52,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2022-32127,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2022-06-11 08:30:00,18.006848,75.307269,Open,OFF-1008,Unknown,40,Unknown,8,11,6,2022,1,0,Summer,Medium,4500,6,3,101,1,9.42,89.2,90,High,Low,0.61,0.7,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-32128,Traffic Offence,Bengaluru Urban,Bengaluru Urban North,2025-02-09 16:43:00,15.369014,75.104062,Closed,OFF-4908,Unknown,29,Knife,16,9,2,2025,1,0,Winter,Low,4500,4,2,624,7,8.37,48.46,97,High,Low,0.52,0.93,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-32129,Burglary,Kalaburagi,Kalaburagi Rural,2026-09-20 19:08:00,15.84207,75.174204,Open,OFF-3189,Male,24,Digital,19,20,9,2026,1,0,Monsoon,Medium,4500,7,4,550,2,7.28,83.04,43,Medium,Severe,0.57,0.43,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2021-32130,Theft,Bengaluru Urban,Bengaluru Urban South,2021-07-24 22:20:00,13.873429,74.387556,Open,OFF-3912,Unknown,22,Crowbar,22,24,7,2021,1,0,Monsoon,Low,4500,7,2,890,10,5.54,77.67,70,Medium,Moderate,0.98,-0.35,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-32131,Financial Fraud,Bengaluru Urban,Bengaluru Urban South,2020-01-01 14:04:00,15.84025,75.988757,Closed,OFF-3850,Unknown,38,Digital,14,1,1,2020,0,0,Winter,High,4500,7,1,920,2,7.97,42.69,92,High,Severe,0.95,-0.97,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-32132,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada South,2025-12-30 08:04:00,17.525885,75.332852,Under Investigation,OFF-3510,Male,34,Stick,8,30,12,2025,0,1,Winter,Medium,8000,6,5,272,9,8.31,28.82,86,High,Moderate,0.75,0.32,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-32133,Cyber Crime,Bengaluru Urban,Bengaluru Urban South,2026-08-08 14:33:00,13.768425,76.735583,Under Investigation,OFF-1058,Unknown,43,Stick,14,8,8,2026,1,0,Monsoon,Low,8000,2,4,80,3,10.79,28.86,67,Medium,Moderate,0.73,-0.16,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-32134,Burglary,Hubballi Dharwad,Hubballi Dharwad South,2024-06-01 22:44:00,12.207401,78.219971,Closed,OFF-3305,Male,78,Digital,22,1,6,2024,1,0,Summer,Low,8000,3,3,253,3,11.97,77.19,23,Low,Moderate,0.59,0.49,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-32135,Assault,Mysuru,Mysuru South,2024-01-22 02:48:00,13.878047,75.443482,Closed,OFF-1849,Unknown,68,Firearm,2,22,1,2024,0,0,Winter,Medium,4500,10,1,504,4,7.89,77.36,72,Medium,Moderate,0.56,0.27,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2025-32136,Theft,Bengaluru Urban,Bengaluru Urban Central,2025-04-19 15:36:00,17.483707,77.691042,Closed,OFF-1842,Female,78,Stick,15,19,4,2025,1,0,Summer,High,12000,2,2,744,6,11.74,58.63,86,High,Severe,0.84,0.76,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-32137,Property Dispute,Belagavi,Belagavi Central,2021-06-17 17:39:00,11.807403,77.999445,Open,OFF-4078,Female,30,Firearm,17,17,6,2021,0,0,Summer,Medium,12000,8,3,466,2,14.16,12.98,46,Medium,Moderate,0.88,-0.26,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-32138,Traffic Offence,Bengaluru Urban,Bengaluru Urban Cyber Cell,2026-04-04 03:51:00,17.145554,75.039928,Under Investigation,OFF-1006,Female,34,Firearm,3,4,4,2026,1,0,Summer,High,4500,5,4,771,8,5.84,1.5,56,Medium,Moderate,0.76,0.45,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-32139,Theft,Other,Other South,2025-06-22 22:51:00,13.519068,76.199751,Closed,OFF-4652,Unknown,59,Unknown,22,22,6,2025,1,0,Summer,Medium,12000,10,2,586,10,7.11,13.88,35,Low,Severe,0.78,-0.2,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-32140,Burglary,Hubballi Dharwad,Hubballi Dharwad Central,2022-04-25 11:26:00,18.268659,74.607074,Closed,OFF-4795,Female,58,Crowbar,11,25,4,2022,0,0,Summer,Low,4500,5,5,653,4,9.51,74.65,72,Medium,Moderate,0.85,-0.88,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-32141,Cyber Crime,Shivamogga,Shivamogga Central,2020-01-28 01:23:00,17.267083,77.000597,Open,OFF-4213,Male,50,Digital,1,28,1,2020,0,0,Winter,Medium,4500,6,4,798,11,13.68,5.15,24,Low,Moderate,0.66,0.53,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-32142,Robbery,Other,Other Rural,2025-01-02 02:07:00,14.759148,77.027102,Under Investigation,OFF-3029,Female,58,Stick,2,2,1,2025,0,0,Winter,Medium,12000,3,1,414,11,14.0,95.81,62,Medium,Low,0.76,0.55,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-32143,Theft,Mysuru,Mysuru Cyber Cell,2025-09-04 03:59:00,18.346807,75.918734,Open,OFF-2698,Female,64,Unknown,3,4,9,2025,0,0,Monsoon,High,4500,1,2,336,12,9.94,78.54,69,Medium,Moderate,0.74,0.75,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-32144,Robbery,Ballari,Ballari South,2025-12-02 23:00:00,13.138569,74.375306,Closed,OFF-4223,Male,61,Digital,23,2,12,2025,0,0,Winter,Low,12000,3,5,395,11,12.14,71.0,48,Medium,Low,0.92,0.67,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-32145,Burglary,Other,Other Cyber Cell,2022-03-25 01:40:00,13.815338,76.740885,Under Investigation,OFF-3345,Male,34,Stick,1,25,3,2022,0,0,Summer,Low,12000,4,1,599,9,11.32,93.91,36,Low,Severe,0.64,0.38,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-32146,Property Dispute,Bengaluru Urban,Bengaluru Urban North,2021-12-15 06:06:00,12.041251,74.88212,Open,OFF-3271,Male,50,Unknown,6,15,12,2021,0,0,Winter,Medium,4500,9,5,135,8,11.65,95.85,72,Medium,Moderate,0.86,0.38,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-32147,Drug Trafficking,Other,Other South,2024-06-09 21:12:00,14.470452,77.767412,Solved,OFF-2104,Unknown,27,Digital,21,9,6,2024,1,0,Summer,High,4500,8,1,581,0,11.91,58.7,16,Low,Severe,0.94,-0.25,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-32148,Traffic Offence,Bengaluru Urban,Bengaluru Urban North,2024-03-12 11:00:00,12.867962,77.265893,Under Investigation,OFF-3653,Male,54,Unknown,11,12,3,2024,0,0,Summer,Low,4500,6,2,880,8,1.6,90.32,34,Low,Low,0.52,-0.34,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-32149,Traffic Offence,Bengaluru Urban,Bengaluru Urban Cyber Cell,2023-11-05 21:52:00,11.902757,78.017371,Solved,OFF-1745,Male,46,Knife,21,5,11,2023,1,0,Winter,Medium,8000,6,5,94,1,8.8,86.65,87,High,Severe,0.9,0.43,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-32150,Theft,Other,Other Central,2024-12-17 20:26:00,13.106337,75.573744,Solved,OFF-3808,Female,41,Firearm,20,17,12,2024,0,0,Winter,High,12000,7,2,962,12,8.43,70.28,26,Low,Severe,0.63,-0.93,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-32151,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2026-09-03 21:14:00,13.03804,74.957662,Open,OFF-4284,Male,38,Stick,21,3,9,2026,0,0,Monsoon,Low,12000,6,4,59,10,5.87,83.57,74,Medium,Moderate,0.55,-0.87,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-32152,Theft,Shivamogga,Shivamogga South,2023-05-24 03:09:00,12.248332,74.371482,Under Investigation,OFF-4497,Unknown,17,Stick,3,24,5,2023,0,0,Summer,High,4500,3,1,202,1,10.86,61.44,80,High,Moderate,0.8,0.84,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-32153,Traffic Offence,Other,Other South,2023-08-13 13:58:00,14.987318,77.034361,Open,OFF-4119,Female,58,Firearm,13,13,8,2023,1,0,Monsoon,Low,12000,9,4,494,12,13.24,8.01,55,Medium,Low,0.7,-0.47,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-32154,Burglary,Other,Other Central,2026-07-01 15:06:00,14.664175,78.411426,Solved,OFF-3793,Male,22,Crowbar,15,1,7,2026,0,0,Monsoon,Low,4500,2,5,52,11,14.48,29.21,16,Low,Moderate,0.69,0.37,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-32155,Coastal Smuggling,Udupi,Udupi North,2026-08-18 00:33:00,14.565743,78.230395,Under Investigation,OFF-1388,Male,73,Digital,0,18,8,2026,0,0,Monsoon,Low,4500,5,4,662,11,11.89,94.3,81,High,Severe,0.74,0.97,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2025-32156,Robbery,Other,Other North,2025-08-28 21:23:00,13.330082,76.494727,Closed,OFF-2889,Female,43,Crowbar,21,28,8,2025,0,0,Monsoon,High,8000,10,2,358,7,1.85,82.02,19,Low,Moderate,0.64,-0.58,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-32157,Burglary,Dakshina Kannada,Dakshina Kannada Cyber Cell,2021-08-28 02:20:00,17.028849,78.215597,Open,OFF-3123,Male,32,Knife,2,28,8,2021,1,0,Monsoon,High,8000,2,2,216,5,6.9,81.83,30,Low,Low,0.59,0.08,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-32158,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2026-11-03 04:50:00,17.06589,77.577187,Solved,OFF-3347,Male,73,Stick,4,3,11,2026,0,0,Winter,High,12000,1,2,535,15,1.63,99.2,41,Medium,Low,0.64,0.3,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-32159,Traffic Offence,Kodagu,Kodagu North,2025-09-19 01:01:00,14.304048,74.009796,Closed,OFF-2854,Male,53,Crowbar,1,19,9,2025,0,0,Monsoon,Low,8000,6,1,122,0,8.93,95.08,70,Medium,Moderate,0.61,-0.2,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-32160,Cyber Crime,Mangaluru,Mangaluru Central,2026-02-01 06:52:00,13.785184,78.115126,Solved,OFF-4236,Unknown,77,Crowbar,6,1,2,2026,1,0,Winter,Low,12000,9,5,847,4,8.98,64.49,60,Medium,Moderate,0.98,0.65,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-32161,Traffic Offence,Udupi,Udupi Cyber Cell,2022-10-20 19:53:00,14.55057,77.54029,Under Investigation,OFF-2275,Unknown,36,Stick,19,20,10,2022,0,0,Monsoon,Medium,8000,1,2,805,2,3.66,17.82,60,Medium,Moderate,0.56,0.5,Normal,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2026-32162,Assault,Belagavi,Belagavi Central,2026-03-22 02:05:00,12.518055,74.783153,Closed,OFF-3245,Female,57,Unknown,2,22,3,2026,1,0,Summer,Medium,12000,1,4,644,1,9.7,73.32,73,Medium,Low,0.99,-0.6,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2025-32163,Assault,Dakshina Kannada,Dakshina Kannada South,2025-06-15 06:38:00,12.837107,76.325792,Under Investigation,OFF-4596,Unknown,20,Crowbar,6,15,6,2025,1,0,Summer,Medium,8000,9,4,116,14,1.96,75.02,89,High,Moderate,0.93,0.81,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-32164,Burglary,Chikkamagaluru,Chikkamagaluru Rural,2020-09-12 17:15:00,18.459636,78.251321,Solved,OFF-4392,Female,66,Unknown,17,12,9,2020,1,0,Monsoon,Medium,8000,10,1,157,4,6.59,20.95,88,High,Moderate,0.55,-0.51,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-32165,Theft,Other,Other North,2023-05-10 03:56:00,17.332803,78.295191,Solved,OFF-2111,Unknown,59,Crowbar,3,10,5,2023,0,0,Summer,High,4500,8,1,208,9,10.78,46.62,48,Medium,Severe,0.91,-0.15,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-32166,Burglary,Kodagu,Kodagu Rural,2024-12-06 23:01:00,13.511397,77.855966,Under Investigation,OFF-2759,Male,65,Crowbar,23,6,12,2024,0,0,Winter,Low,4500,3,2,594,0,1.72,34.35,53,Medium,Severe,0.65,-0.58,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-32167,Traffic Offence,Mysuru,Mysuru North,2021-10-10 21:41:00,12.48568,76.541347,Under Investigation,OFF-2055,Male,74,Firearm,21,10,10,2021,1,0,Monsoon,High,8000,1,5,768,15,2.4,1.76,28,Low,Severe,0.58,-0.25,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-32168,Drug Trafficking,Ballari,Ballari North,2020-04-15 05:33:00,11.592181,74.66652,Solved,OFF-2961,Unknown,33,Firearm,5,15,4,2020,0,0,Summer,Medium,12000,4,3,38,15,13.08,51.9,32,Low,Moderate,0.75,-0.39,Spike in Summer,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2020-32169,Robbery,Hubballi Dharwad,Hubballi Dharwad South,2020-04-18 11:00:00,13.229004,74.190479,Open,OFF-3602,Female,36,Digital,11,18,4,2020,1,0,Summer,Low,12000,9,2,135,1,12.08,47.17,74,Medium,Low,0.94,-0.99,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-32170,Property Dispute,Other,Other Cyber Cell,2024-04-01 12:54:00,15.57682,75.337849,Open,OFF-2737,Male,61,Digital,12,1,4,2024,0,0,Summer,Medium,8000,2,4,908,6,10.61,18.22,34,Low,Moderate,0.83,0.85,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-32171,Cyber Crime,Bengaluru Urban,Bengaluru Urban Rural,2024-06-21 19:52:00,15.726144,74.475505,Closed,OFF-1239,Female,21,Stick,19,21,6,2024,0,0,Summer,Medium,4500,3,4,330,8,14.83,97.21,27,Low,Severe,0.67,-0.74,Spike in Summer,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2025-32172,Burglary,Hubballi Dharwad,Hubballi Dharwad Rural,2025-05-24 11:02:00,16.609029,75.115959,Closed,OFF-1852,Unknown,40,Stick,11,24,5,2025,1,0,Summer,High,8000,10,1,783,1,4.68,11.86,64,Medium,Severe,0.97,0.04,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-32173,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2026-07-17 04:12:00,11.638568,74.870918,Under Investigation,OFF-2890,Male,51,Firearm,4,17,7,2026,0,0,Monsoon,Medium,8000,7,4,247,5,3.3,64.99,30,Low,Moderate,0.83,0.98,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-32174,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2022-08-22 18:06:00,11.588642,75.543422,Solved,OFF-3930,Unknown,67,Stick,18,22,8,2022,0,0,Monsoon,Medium,12000,8,4,399,3,14.26,6.51,95,High,Low,0.7,-0.29,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-32175,Assault,Mangaluru,Mangaluru Cyber Cell,2026-01-08 02:26:00,15.696914,75.047619,Under Investigation,OFF-2041,Female,26,Digital,2,8,1,2026,0,0,Winter,Low,12000,7,2,453,5,5.48,43.69,11,Low,Low,0.61,-0.71,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-32176,Drug Trafficking,Hubballi Dharwad,Hubballi Dharwad Central,2024-07-27 02:23:00,16.798416,74.226527,Open,OFF-2639,Unknown,64,Crowbar,2,27,7,2024,1,0,Monsoon,High,4500,10,2,203,7,13.56,38.79,81,High,Severe,0.91,0.29,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-32177,Cyber Crime,Other,Other Rural,2023-02-20 02:08:00,17.155552,74.904866,Solved,OFF-2854,Unknown,42,Crowbar,2,20,2,2023,0,0,Winter,Low,8000,9,5,181,0,12.22,20.83,27,Low,Moderate,0.73,-0.65,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-32178,Assault,Kodagu,Kodagu Central,2020-12-17 20:25:00,15.17205,75.972734,Solved,OFF-3252,Unknown,28,Firearm,20,17,12,2020,0,1,Winter,High,12000,5,4,352,13,8.03,90.59,32,Low,Low,0.81,-0.26,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
