CSID,CaseMasterID,csdate,cstype,PolicePersonID
8933,45523,2026-04-23,A,465
8934,45531,2023-02-02,A,119
8935,45532,2026-07-12,A,4
8936,45536,2020-06-25,A,387
8937,45541,2026-06-30,A,9
8938,45542,2023-11-08,A,160
8939,45543,2024-11-22,A,167
8940,45544,2025-03-28,A,189
8941,45550,2022-01-15,A,306
8942,45560,2021-11-09,A,89
8943,45563,2025-09-14,A,397
8944,45565,2020-08-14,A,407
8945,45566,2023-03-10,A,396
8946,45572,2020-04-04,A,231
8947,45586,2023-12-07,A,218
8948,45589,2020-04-29,A,99
8949,45593,2021-05-08,A,30
8950,45599,2025-01-28,A,196
8951,45603,2024-07-03,A,196
8952,45611,2023-04-06,A,27
8953,45620,2020-06-21,A,91
8954,45635,2025-12-06,A,456
8955,45641,2022-10-31,A,220
8956,45643,2024-10-23,A,479
8957,45645,2023-06-30,A,238
8958,45647,2023-11-04,A,435
8959,45661,2023-11-26,A,184
8960,45664,2021-04-12,A,144
8961,45665,2022-09-04,A,170
8962,45667,2023-05-11,A,190
8963,45668,2021-08-29,A,252
8964,45674,2022-04-18,A,489
8965,45683,2026-04-30,A,288
8966,45698,2022-04-14,A,351
8967,45702,2020-11-07,A,485
8968,45705,2025-01-31,A,170
8969,45714,2023-03-05,A,367
8970,45715,2024-12-27,A,359
8971,45716,2020-11-08,A,175
8972,45717,2026-03-26,A,211
8973,45718,2025-06-05,A,454
8974,45733,2022-08-10,A,149
8975,45735,2024-01-21,A,341
8976,45741,2025-04-16,A,215
8977,45743,2025-03-28,A,208
8978,45745,2021-11-14,A,458
8979,45754,2023-02-20,A,391
8980,45755,2025-08-14,A,108
8981,45756,2024-02-28,A,146
8982,45769,2020-07-13,A,57
8983,45778,2021-06-04,A,262
8984,45781,2024-01-27,A,129
8985,45786,2020-11-03,A,248
8986,45788,2025-07-05,A,410
8987,45789,2025-10-04,A,238
8988,45793,2023-11-04,A,157
8989,45795,2024-08-30,A,67
8990,45798,2022-01-07,A,157
8991,45804,2026-04-29,A,486
8992,45807,2026-02-27,A,358
8993,45809,2021-07-20,A,259
8994,45810,2024-12-22,A,141
8995,45835,2026-11-07,A,29
8996,45838,2024-11-13,A,391
8997,45842,2026-11-14,A,58
8998,45843,2023-06-13,A,92
8999,45845,2020-06-16,A,49
9000,45854,2020-12-24,A,25
9001,45865,2021-02-18,A,204
9002,45870,2021-09-04,A,171
9003,45878,2023-10-07,A,391
9004,45885,2024-12-24,A,93
9005,45904,2023-05-25,A,276
9006,45907,2026-05-20,A,101
9007,45913,2027-01-16,A,218
9008,45919,2020-11-06,A,69
9009,45922,2020-06-08,A,490
9010,45931,2023-12-20,A,63
9011,45932,2020-08-07,A,29
9012,45935,2025-02-11,A,124
9013,45936,2021-09-01,A,473
9014,45940,2022-08-31,A,471
9015,45947,2023-12-24,A,486
9016,45949,2021-08-03,A,439
9017,45950,2021-10-08,A,141
9018,45953,2024-08-03,A,343
9019,45955,2024-11-25,A,53
9020,45957,2023-08-19,A,60
9021,45958,2022-03-24,A,283
9022,45960,2022-08-04,A,298
9023,45976,2022-12-19,A,51
9024,45978,2024-07-15,A,243
9025,45979,2024-06-09,A,144
9026,45980,2023-11-30,A,42
9027,45990,2026-02-07,A,427
9028,45993,2026-03-30,A,488
9029,46012,2022-11-19,A,444
9030,46023,2023-10-29,A,170
9031,46026,2022-10-10,A,211
9032,46036,2025-12-27,A,430
9033,46039,2024-05-13,A,185
9034,46040,2021-10-27,A,6
9035,46042,2021-12-14,A,401
9036,46046,2025-11-28,A,178
9037,46051,2022-01-19,A,195
9038,46052,2021-12-19,A,475
9039,46059,2022-06-02,A,43
9040,46062,2026-01-08,A,39
9041,46065,2020-03-27,A,97
9042,46076,2022-02-09,A,112
9043,46083,2023-11-05,A,152
9044,46088,2026-11-09,A,344
9045,46089,2026-07-02,A,476
9046,46091,2020-11-19,A,96
9047,46095,2020-10-12,A,67
9048,46097,2023-01-12,A,344
9049,46099,2020-05-19,A,129
9050,46102,2023-05-18,A,15
9051,46112,2023-12-26,A,366
9052,46117,2025-01-14,A,272
9053,46121,2026-04-04,A,160
9054,46123,2020-12-29,A,420
9055,46124,2024-12-07,A,385
9056,46146,2026-09-29,A,327
9057,46147,2022-01-14,A,154
9058,46148,2026-04-15,A,108
9059,46157,2021-08-26,A,460
9060,46162,2025-09-24,A,228
9061,46166,2025-04-01,A,289
9062,46175,2021-08-05,A,211
9063,46178,2022-07-25,A,285
9064,46180,2025-08-22,A,4
9065,46181,2026-02-01,A,124
9066,46193,2020-08-18,A,113
9067,46195,2020-02-08,A,61
9068,46199,2025-12-08,A,118
9069,46201,2022-06-15,A,420
9070,46202,2023-08-29,A,17
9071,46203,2022-11-21,A,327
9072,46208,2025-07-26,A,139
9073,46215,2026-07-27,A,203
9074,46216,2025-07-09,A,421
9075,46218,2026-01-11,A,414
9076,46220,2026-09-26,A,81
9077,46225,2027-01-20,A,209
9078,46227,2026-12-31,A,112
9079,46228,2025-10-12,A,252
9080,46233,2026-06-01,A,178
9081,46234,2020-09-24,A,407
9082,46236,2020-05-12,A,5
9083,46252,2022-06-24,A,52
9084,46258,2024-11-04,A,320
9085,46259,2026-01-25,A,384
9086,46264,2026-11-16,A,430
9087,46267,2024-07-10,A,350
9088,46272,2021-12-29,A,322
9089,46290,2024-02-22,A,144
9090,46296,2025-07-19,A,49
9091,46300,2025-12-11,A,127
9092,46301,2027-02-17,A,263
9093,46305,2024-01-20,A,164
9094,46309,2025-07-27,A,92
9095,46314,2025-09-21,A,151
9096,46316,2021-04-28,A,253
9097,46329,2020-07-27,A,2
9098,46331,2023-11-09,A,390
9099,46334,2026-08-18,A,335
9100,46338,2024-08-16,A,214
9101,46339,2023-02-11,A,18
9102,46340,2025-06-13,A,168
9103,46344,2027-01-17,A,411
9104,46346,2025-11-03,A,268
9105,46347,2022-04-06,A,100
9106,46351,2025-08-06,A,233
9107,46356,2022-09-11,A,60
9108,46359,2022-05-24,A,424
9109,46363,2025-09-23,A,99
9110,46368,2022-04-25,A,293
9111,46382,2023-03-14,A,350
9112,46384,2021-09-24,A,393
9113,46386,2024-10-08,A,67
9114,46390,2021-05-17,A,451
9115,46393,2025-12-01,A,129
9116,46404,2026-02-17,A,47
9117,46406,2024-05-20,A,324
9118,46413,2026-02-07,A,481
9119,46417,2025-05-15,A,311
9120,46424,2025-10-12,A,180
9121,46431,2023-06-14,A,450
9122,46433,2020-12-13,A,76
9123,46437,2025-04-22,A,485
9124,46441,2026-09-16,A,57
9125,46442,2024-12-31,A,173
9126,46444,2020-11-01,A,282
9127,46447,2022-04-04,A,268
9128,46461,2023-01-02,A,252
9129,46462,2022-10-12,A,441
9130,46463,2021-05-05,A,52
9131,46464,2025-02-11,A,91
9132,46468,2023-09-21,A,28
9133,46469,2020-11-10,A,320
9134,46478,2020-11-11,A,466
9135,46480,2022-05-29,A,144
9136,46483,2024-07-23,A,297
9137,46488,2023-09-02,A,35
9138,46491,2021-08-08,A,1
9139,46492,2024-12-06,A,42
9140,46494,2021-09-09,A,93
9141,46501,2025-01-20,A,139
9142,46509,2025-02-24,A,277
9143,46512,2020-06-25,A,417
9144,46515,2020-11-10,A,337
9145,46520,2020-06-10,A,260
9146,46523,2022-08-15,A,109
9147,46524,2021-05-10,A,79
9148,46545,2020-11-04,A,428
9149,46554,2023-10-31,A,82
9150,46556,2026-02-17,A,43
9151,46566,2025-03-14,A,125
9152,46573,2024-07-17,A,76
9153,46575,2022-05-08,A,182
9154,46579,2024-01-24,A,51
9155,46582,2025-03-16,A,410
9156,46588,2025-06-01,A,234
9157,46594,2025-08-22,A,124
9158,46595,2021-02-22,A,273
9159,46596,2024-07-23,A,281
9160,46598,2022-07-30,A,372
9161,46601,2026-09-29,A,274
9162,46612,2021-12-09,A,60
9163,46613,2021-09-07,A,380
9164,46615,2020-09-15,A,179
9165,46616,2023-08-09,A,390
9166,46618,2024-09-19,A,11
9167,46620,2027-03-07,A,321
9168,46621,2021-12-20,A,48
9169,46629,2026-01-13,A,247
9170,46633,2020-05-15,A,434
9171,46636,2020-10-21,A,89
9172,46638,2022-10-11,A,343
9173,46641,2025-07-27,A,118
9174,46650,2020-09-22,A,199
9175,46651,2021-12-27,A,286
9176,46652,2022-12-27,A,361
9177,46660,2025-02-04,A,17
9178,46664,2025-10-06,A,215
9179,46666,2026-09-03,A,98
9180,46668,2025-10-05,A,107
9181,46672,2023-11-11,A,22
9182,46673,2023-08-11,A,383
9183,46676,2022-01-11,A,94
9184,46679,2020-09-07,A,373
9185,46685,2022-07-17,A,454
9186,46693,2021-02-12,A,448
9187,46698,2020-11-26,A,352
9188,46700,2026-09-08,A,341
9189,46704,2024-08-31,A,250
9190,46706,2024-02-14,A,187
9191,46716,2026-04-26,A,474
9192,46732,2025-06-20,A,472
9193,46733,2020-09-11,A,447
9194,46734,2025-03-01,A,454
9195,46742,2023-05-05,A,353
9196,46744,2020-06-24,A,316
9197,46749,2021-01-06,A,105
9198,46771,2021-02-21,A,51
9199,46789,2024-02-26,A,210
9200,46801,2025-01-18,A,350
9201,46802,2021-04-30,A,84
9202,46805,2022-01-04,A,67
9203,46830,2022-02-04,A,325
9204,46833,2026-02-10,A,65
9205,46834,2020-09-22,A,216
9206,46836,2022-09-11,A,172
9207,46843,2022-05-09,A,109
9208,46848,2022-03-15,A,484
9209,46850,2022-09-12,A,289
9210,46857,2025-08-20,A,434
9211,46861,2021-06-10,A,214
9212,46865,2023-11-01,A,22
9213,46872,2021-03-22,A,274
9214,46874,2026-01-27,A,206
9215,46878,2022-04-07,A,64
9216,46880,2023-01-31,A,56
9217,46883,2021-06-03,A,421
9218,46884,2021-11-12,A,311
9219,46885,2024-03-17,A,93
9220,46889,2021-12-19,A,160
9221,46891,2021-06-05,A,259
9222,46897,2020-04-23,A,223
9223,46901,2026-03-09,A,265
9224,46909,2022-09-08,A,23
9225,46910,2026-11-29,A,20
9226,46920,2025-05-24,A,319
9227,46925,2026-08-03,A,58
9228,46931,2027-02-05,A,322
9229,46934,2024-12-14,A,328
9230,46936,2024-05-03,A,347
9231,46937,2024-06-01,A,209
9232,46941,2025-12-30,A,49
9233,46946,2023-02-20,A,241
9234,46949,2023-12-13,A,426
9235,46952,2024-11-22,A,440
9236,46960,2025-11-21,A,385
9237,46967,2024-11-02,A,409
9238,46974,2025-01-12,A,268
9239,46975,2023-01-19,A,199
9240,46979,2025-09-01,A,254
9241,46986,2020-12-12,A,454
9242,46996,2020-08-30,A,198
9243,47001,2025-10-08,A,231
9244,47004,2020-10-23,A,275
9245,47006,2024-02-04,A,142
9246,47009,2022-12-30,A,65
9247,47011,2022-04-05,A,271
9248,47017,2026-04-01,A,421
9249,47018,2022-03-26,A,22
9250,47024,2020-08-26,A,263
9251,47026,2025-08-18,A,341
9252,47033,2024-10-16,A,198
9253,47038,2026-04-30,A,127
9254,47048,2027-01-14,A,47
9255,47052,2026-07-02,A,141
9256,47057,2021-01-14,A,358
9257,47063,2023-02-22,A,93
9258,47079,2020-11-14,A,203
9259,47087,2021-12-14,A,312
9260,47095,2022-09-06,A,244
9261,47103,2022-10-04,A,250
9262,47106,2022-06-06,A,273
9263,47108,2025-03-18,A,254
9264,47109,2026-09-05,A,241
9265,47111,2026-10-23,A,329
9266,47116,2025-04-15,A,173
9267,47117,2024-03-24,A,349
9268,47118,2021-05-21,A,10
9269,47122,2024-03-31,A,67
9270,47123,2020-10-11,A,47
9271,47131,2022-07-29,A,94
9272,47132,2024-04-06,A,473
9273,47135,2023-08-29,A,25
9274,47152,2023-04-23,A,456
9275,47157,2020-05-06,A,46
9276,47159,2026-06-12,A,372
9277,47161,2024-03-11,A,274
9278,47164,2020-12-14,A,376
9279,47167,2020-09-01,A,199
9280,47169,2023-07-04,A,148
9281,47176,2025-06-02,A,208
9282,47184,2020-07-06,A,276
9283,47188,2024-02-28,A,248
9284,47191,2021-04-15,A,147
9285,47194,2022-06-21,A,315
9286,47203,2020-07-24,A,103
9287,47207,2021-05-11,A,316
9288,47212,2023-04-09,A,199
9289,47213,2022-10-30,A,267
9290,47217,2025-05-29,A,245
9291,47219,2022-06-10,A,39
9292,47228,2021-12-15,A,434
9293,47239,2023-08-31,A,168
9294,47241,2021-05-21,A,379
9295,47246,2024-07-08,A,359
9296,47256,2020-05-03,A,118
9297,47260,2023-03-04,A,338
9298,47261,2024-04-22,A,415
9299,47262,2026-06-21,A,450
9300,47266,2023-08-21,A,310
9301,47268,2023-01-14,A,336
9302,47269,2024-10-27,A,238
9303,47271,2023-11-10,A,314
9304,47275,2021-10-21,A,253
9305,47279,2022-10-01,A,370
9306,47286,2025-05-14,A,454
9307,47294,2025-10-09,A,197
9308,47310,2025-04-04,A,387
9309,47311,2026-11-16,A,2
9310,47316,2020-07-24,A,184
9311,47319,2022-05-10,A,190
9312,47320,2023-03-02,A,124
9313,47334,2021-02-21,A,482
9314,47335,2025-07-06,A,486
9315,47337,2026-07-18,A,221
9316,47339,2020-08-21,A,297
9317,47342,2022-07-10,A,124
9318,47344,2023-01-18,A,27
9319,47348,2026-10-24,A,308
9320,47352,2020-10-21,A,195
9321,47354,2023-01-26,A,94
9322,47358,2026-11-13,A,240
9323,47360,2024-09-30,A,250
9324,47362,2026-03-06,A,357
9325,47364,2021-04-05,A,276
9326,47368,2025-10-25,A,159
9327,47374,2021-12-27,A,107
9328,47379,2022-08-15,A,315
9329,47380,2024-10-03,A,179
9330,47381,2021-10-29,A,84
9331,47383,2024-06-06,A,208
9332,47384,2026-03-04,A,358
9333,47386,2024-05-29,A,347
9334,47391,2026-07-20,A,277
9335,47392,2024-08-24,A,253
9336,47397,2025-11-15,A,29
9337,47406,2021-04-24,A,295
9338,47414,2026-07-25,A,470
9339,47433,2024-04-21,A,452
9340,47436,2026-12-15,A,398
9341,47439,2025-03-19,A,39
9342,47454,2026-04-25,A,172
9343,47460,2026-07-19,A,358
9344,47462,2021-01-17,A,389
9345,47474,2020-11-03,A,191
9346,47483,2025-10-31,A,374
9347,47484,2022-11-15,A,43
9348,47485,2026-02-04,A,34
9349,47490,2023-04-29,A,183
9350,47491,2021-04-22,A,217
9351,47492,2023-05-28,A,175
9352,47500,2023-07-04,A,79
9353,47504,2023-01-10,A,262
9354,47509,2025-12-04,A,120
9355,47511,2026-09-14,A,5
9356,47519,2026-07-18,A,448
9357,47521,2021-04-07,A,462
9358,47529,2026-12-15,A,386
9359,47530,2025-09-02,A,43
9360,47535,2020-11-22,A,320
9361,47536,2025-04-09,A,170
9362,47537,2026-08-19,A,80
9363,47545,2021-04-24,A,39
9364,47551,2026-08-05,A,57
9365,47552,2026-02-01,A,335
9366,47555,2025-03-16,A,310
9367,47557,2022-04-25,A,214
9368,47558,2026-10-21,A,75
9369,47565,2023-09-30,A,341
9370,47569,2026-02-22,A,241
9371,47571,2025-05-09,A,202
9372,47580,2024-07-10,A,154
9373,47586,2021-12-27,A,363
9374,47590,2024-03-22,A,457
9375,47592,2023-05-19,A,328
9376,47595,2024-03-25,A,384
9377,47596,2026-04-03,A,473
9378,47600,2023-06-11,A,184
9379,47606,2026-03-02,A,92
9380,47615,2023-02-26,A,69
9381,47620,2021-10-12,A,203
9382,47621,2023-04-14,A,235
9383,47622,2024-03-03,A,152
9384,47626,2023-10-26,A,490
9385,47629,2020-05-17,A,380
9386,47639,2023-01-12,A,238
9387,47640,2024-07-16,A,270
9388,47641,2021-12-12,A,143
9389,47650,2025-04-13,A,387
9390,47656,2024-05-01,A,317
9391,47657,2024-09-07,A,329
9392,47658,2020-03-28,A,408
9393,47662,2024-09-08,A,288
9394,47665,2022-11-21,A,46
9395,47666,2023-12-09,A,253
9396,47668,2022-04-28,A,395
9397,47676,2024-05-12,A,43
9398,47678,2023-02-21,A,24
9399,47686,2021-12-26,A,348
9400,47691,2024-02-13,A,469
9401,47698,2020-05-15,A,215
9402,47701,2023-08-22,A,492
9403,47715,2026-03-06,A,215
9404,47716,2020-04-27,A,313
9405,47725,2024-04-27,A,228
9406,47727,2024-09-15,A,454
9407,47730,2024-10-07,A,312
9408,47732,2026-03-18,A,449
9409,47739,2022-09-22,A,397
9410,47742,2025-12-22,A,27
9411,47744,2021-02-11,A,158
9412,47748,2026-11-29,A,341
9413,47754,2023-06-04,A,239
9414,47760,2020-06-24,A,426
9415,47761,2020-02-17,A,327
9416,47782,2021-10-08,A,273
9417,47783,2022-10-19,A,46
9418,47784,2022-06-30,A,288
9419,47788,2023-10-06,A,454
9420,47789,2025-07-03,A,285
9421,47790,2022-02-19,A,480
9422,47792,2022-05-21,A,96
9423,47795,2022-08-17,A,253
9424,47796,2021-11-11,A,438
9425,47802,2023-12-18,A,83
9426,47804,2025-03-14,A,159
9427,47807,2023-03-15,A,483
9428,47812,2022-09-21,A,253
9429,47820,2024-01-21,A,83
9430,47822,2026-08-07,A,438
9431,47832,2024-11-11,A,288
9432,47837,2023-05-14,A,460
9433,47839,2022-06-03,A,299
9434,47844,2022-03-10,A,430
9435,47851,2021-03-14,A,274
9436,47854,2020-12-04,A,230
9437,47857,2023-03-20,A,209
9438,47859,2023-10-04,A,255
9439,47866,2021-01-30,A,311
9440,47869,2022-12-26,A,59
9441,47882,2024-02-13,A,43
9442,47884,2020-10-17,A,30
9443,47888,2026-03-22,A,3
9444,47894,2023-11-03,A,319
9445,47895,2021-04-11,A,395
9446,47897,2024-11-03,A,126
9447,47909,2024-10-10,A,1
9448,47915,2022-04-09,A,251
9449,47919,2026-07-27,A,111
9450,47923,2021-08-20,A,46
9451,47924,2023-01-22,A,380
9452,47935,2022-06-18,A,353
9453,47936,2023-03-05,A,193
9454,47951,2021-05-22,A,316
9455,47953,2022-04-11,A,80
9456,47962,2021-07-13,A,245
9457,47965,2027-01-28,A,119
9458,47968,2021-05-07,A,108
9459,47972,2024-07-01,A,450
9460,47975,2023-08-07,A,183
9461,47979,2024-08-05,A,436
9462,47981,2021-03-19,A,77
9463,47982,2023-07-19,A,23
9464,47986,2022-02-01,A,331
9465,47993,2024-11-06,A,168
9466,47995,2024-08-26,A,235
9467,48009,2026-09-30,A,393
9468,48012,2021-11-20,A,407
9469,48015,2021-07-29,A,159
9470,48016,2026-06-28,A,467
9471,48018,2024-01-23,A,16
9472,48019,2020-05-01,A,259
9473,48023,2021-03-11,A,172
9474,48028,2025-09-16,A,145
9475,48031,2026-05-30,A,242
9476,48033,2025-09-20,A,46
9477,48037,2024-01-07,A,217
9478,48040,2024-05-07,A,71
9479,48044,2023-01-15,A,350
9480,48051,2023-08-23,A,296
9481,48057,2022-09-16,A,29
9482,48059,2021-11-15,A,396
9483,48063,2026-12-03,A,284
9484,48070,2020-03-18,A,114
9485,48071,2021-09-07,A,264
9486,48074,2024-01-13,A,110
9487,48077,2023-06-21,A,363
9488,48079,2024-05-16,A,486
9489,48098,2023-01-09,A,46
9490,48101,2023-09-25,A,129
9491,48105,2022-03-04,A,2
9492,48106,2023-02-04,A,316
9493,48115,2022-08-28,A,124
9494,48118,2026-07-31,A,447
9495,48119,2026-05-19,A,414
9496,48124,2026-05-31,A,44
9497,48132,2022-12-03,A,247
9498,48134,2025-12-29,A,481
9499,48144,2024-02-04,A,433
9500,48145,2020-03-14,A,34
9501,48150,2020-12-08,A,103
9502,48153,2022-03-20,A,183
9503,48155,2024-07-14,A,402
9504,48164,2021-01-04,A,212
9505,48165,2020-11-12,A,359
9506,48173,2025-08-14,A,183
9507,48177,2022-11-29,A,460
9508,48182,2024-05-27,A,447
9509,48191,2025-09-09,A,190
9510,48204,2020-10-03,A,442
9511,48209,2022-06-07,A,380
9512,48218,2023-02-01,A,308
9513,48226,2026-12-27,A,427
9514,48240,2020-05-02,A,105
9515,48244,2020-12-02,A,12
9516,48245,2024-06-01,A,349
9517,48252,2023-02-14,A,202
9518,48253,2020-04-19,A,43
9519,48256,2024-06-30,A,312
9520,48259,2022-10-14,A,268
9521,48261,2026-03-29,A,184
9522,48266,2024-11-16,A,409
9523,48267,2020-06-13,A,479
9524,48274,2026-12-22,A,11
9525,48280,2022-05-01,A,444
9526,48282,2024-09-11,A,451
9527,48283,2021-02-08,A,120
9528,48293,2023-06-28,A,98
9529,48306,2024-03-17,A,390
9530,48308,2023-01-03,A,168
9531,48313,2026-07-20,A,100
9532,48318,2025-08-04,A,118
9533,48319,2025-12-13,A,352
9534,48325,2021-07-23,A,164
9535,48343,2020-04-25,A,110
9536,48355,2025-12-14,A,224
9537,48356,2023-02-25,A,170
9538,48358,2020-04-11,A,326
9539,48359,2025-04-18,A,355
9540,48360,2023-12-30,A,474
9541,48369,2023-12-14,A,400
9542,48379,2022-03-18,A,358
9543,48385,2025-10-25,A,306
9544,48391,2020-08-30,A,289
9545,48393,2025-09-09,A,288
9546,48396,2026-10-20,A,487
9547,48414,2022-06-24,A,315
9548,48417,2026-05-09,A,286
9549,48419,2021-06-15,A,273
9550,48424,2024-06-01,A,258
9551,48428,2022-10-31,A,260
9552,48430,2024-10-09,A,24
9553,48435,2020-04-11,A,295
9554,48440,2022-03-25,A,107
9555,48449,2026-12-21,A,433
9556,48451,2021-03-01,A,485
9557,48463,2024-09-18,A,56
9558,48468,2020-09-25,A,47
9559,48471,2021-08-27,A,25
9560,48475,2020-06-18,A,79
9561,48478,2022-08-07,A,233
9562,48479,2023-07-24,A,15
9563,48481,2025-06-29,A,81
9564,48489,2021-10-18,A,393
9565,48499,2023-08-07,A,259
9566,48508,2025-05-15,A,40
9567,48513,2026-09-06,A,61
9568,48515,2020-02-14,A,431
9569,48517,2026-05-23,A,202
9570,48524,2020-03-31,A,342
9571,48525,2027-02-23,A,358
9572,48526,2026-06-26,A,330
9573,48528,2024-10-18,A,2
9574,48529,2021-02-02,A,381
9575,48534,2023-03-23,A,410
9576,48535,2023-08-14,A,313
9577,48539,2020-06-16,A,394
9578,48547,2022-11-04,A,382
9579,48559,2026-06-13,A,301
9580,48561,2020-12-13,A,4
9581,48569,2021-01-16,A,160
9582,48571,2022-02-03,A,293
9583,48576,2022-08-22,A,257
9584,48578,2026-11-10,A,17
9585,48579,2021-12-25,A,180
9586,48582,2025-04-18,A,495
9587,48583,2020-09-28,A,181
9588,48590,2021-01-19,A,358
9589,48591,2026-07-05,A,39
9590,48592,2023-12-17,A,284
9591,48600,2026-09-08,A,387
9592,48601,2022-06-27,A,380
9593,48617,2025-04-14,A,395
9594,48618,2026-04-06,A,457
9595,48624,2025-10-18,A,271
9596,48626,2021-03-22,A,345
9597,48635,2022-07-19,A,334
9598,48636,2026-10-25,A,414
9599,48638,2025-06-10,A,149
9600,48643,2021-07-29,A,480
9601,48660,2026-12-21,A,245
9602,48662,2023-04-29,A,34
9603,48663,2022-05-04,A,186
9604,48666,2021-07-02,A,408
9605,48670,2020-05-17,A,129
9606,48677,2021-08-21,A,23
9607,48678,2022-01-08,A,5
9608,48683,2024-01-30,A,301
9609,48685,2026-11-30,A,47
9610,48687,2024-05-29,A,275
9611,48700,2024-07-27,A,67
9612,48702,2021-11-21,A,167
9613,48704,2025-03-19,A,309
9614,48705,2023-03-07,A,424
9615,48707,2025-12-30,A,91
9616,48711,2025-12-15,A,186
9617,48715,2021-11-20,A,446
9618,48718,2026-05-19,A,114
9619,48720,2022-06-12,A,67
9620,48722,2020-06-09,A,282
9621,48724,2024-05-22,A,410
9622,48727,2022-02-14,A,58
9623,48731,2022-10-23,A,244
9624,48736,2021-10-22,A,159
9625,48740,2025-11-08,A,246
9626,48747,2020-04-04,A,111
9627,48751,2025-10-06,A,190
9628,48753,2022-08-05,A,309
9629,48754,2025-12-08,A,8
9630,48755,2025-06-23,A,360
9631,48759,2027-01-25,A,373
9632,48762,2020-11-24,A,463
9633,48764,2025-04-19,A,47
9634,48772,2025-12-31,A,12
9635,48773,2021-06-04,A,426
9636,48776,2023-07-21,A,289
9637,48778,2024-04-01,A,63
9638,48779,2026-10-18,A,493
9639,48784,2024-10-19,A,492
9640,48804,2025-06-17,A,114
9641,48817,2026-09-07,A,198
9642,48821,2023-04-04,A,476
9643,48825,2026-05-20,A,459
9644,48830,2026-09-09,A,433
9645,48835,2020-04-15,A,384
9646,48836,2021-01-13,A,227
9647,48839,2022-04-22,A,126
9648,48850,2021-01-06,A,332
9649,48856,2021-02-02,A,241
9650,48858,2024-07-04,A,30
9651,48859,2022-03-12,A,450
9652,48860,2025-08-24,A,25
9653,48882,2024-11-18,A,387
9654,48885,2020-11-24,A,320
9655,48892,2020-10-13,A,178
9656,48896,2023-01-17,A,104
9657,48899,2020-10-23,A,471
9658,48905,2020-05-18,A,456
9659,48907,2022-10-03,A,110
9660,48908,2024-11-06,A,196
9661,48913,2025-03-28,A,110
9662,48920,2024-08-14,A,51
9663,48933,2022-01-06,A,433
9664,48942,2020-11-01,A,50
9665,48943,2022-10-05,A,228
9666,48952,2022-09-06,A,296
9667,48955,2026-07-16,A,192
9668,48965,2020-02-07,A,315
9669,48966,2024-09-15,A,471
9670,48967,2026-10-09,A,496
9671,48970,2025-03-08,A,287
9672,48982,2025-03-16,A,304
9673,48983,2021-03-28,A,263
9674,48984,2023-10-23,A,230
9675,48989,2025-01-19,A,359
9676,48991,2024-11-02,A,238
9677,49002,2025-10-22,A,105
9678,49006,2026-03-02,A,340
9679,49022,2026-04-03,A,172
9680,49043,2023-02-09,A,284
9681,49045,2025-03-23,A,206
9682,49050,2020-11-25,A,410
9683,49052,2021-06-10,A,46
9684,49054,2021-07-01,A,266
9685,49055,2021-08-14,A,297
9686,49057,2025-06-03,A,476
9687,49059,2026-09-07,A,388
9688,49071,2021-09-07,A,268
9689,49073,2026-05-13,A,233
9690,49074,2026-03-02,A,214
9691,49078,2023-02-16,A,152
9692,49085,2026-09-29,A,464
9693,49093,2026-12-21,A,361
9694,49094,2021-07-09,A,432
9695,49095,2023-01-14,A,53
9696,49098,2021-06-13,A,87
9697,49105,2022-09-05,A,198
9698,49106,2024-12-19,A,66
9699,49108,2023-12-31,A,406
9700,49115,2022-07-17,A,79
9701,49117,2022-11-26,A,83
9702,49119,2025-09-16,A,214
9703,49122,2022-05-20,A,132
9704,49145,2026-09-26,A,171
9705,49150,2027-03-01,A,368
9706,49153,2024-07-29,A,135
9707,49160,2022-04-07,A,105
9708,49163,2023-02-19,A,408
9709,49165,2024-05-09,A,141
9710,49168,2022-04-08,A,288
9711,49170,2020-07-09,A,483
9712,49173,2024-10-23,A,226
9713,49175,2021-10-14,A,241
9714,49179,2020-09-05,A,477
9715,49186,2020-06-02,A,372
9716,49189,2022-03-26,A,57
9717,49197,2020-04-13,A,80
9718,49199,2023-12-28,A,413
9719,49201,2021-04-21,A,47
9720,49209,2021-03-14,A,80
9721,49214,2023-10-21,A,269
9722,49221,2021-08-27,A,352
9723,49230,2025-09-23,A,9
9724,49236,2022-08-15,A,203
9725,49245,2023-02-07,A,111
9726,49247,2025-12-22,A,411
9727,49259,2023-12-06,A,418
9728,49262,2022-09-19,A,350
9729,49270,2026-04-09,A,155
9730,49271,2021-10-22,A,180
9731,49278,2024-11-13,A,265
9732,49283,2023-02-07,A,87
9733,49285,2023-09-14,A,315
9734,49293,2026-11-29,A,440
9735,49294,2022-03-05,A,150
9736,49302,2026-08-22,A,481
9737,49311,2025-02-21,A,426
9738,49313,2022-01-03,A,251
9739,49316,2021-06-22,A,150
9740,49323,2021-12-02,A,358
9741,49324,2025-12-14,A,289
9742,49325,2026-02-05,A,292
9743,49330,2024-12-12,A,410
9744,49333,2023-05-09,A,398
9745,49342,2026-10-08,A,325
9746,49344,2020-06-05,A,316
9747,49354,2022-01-02,A,421
9748,49355,2026-06-09,A,496
9749,49372,2021-09-27,A,440
9750,49378,2021-05-18,A,216
9751,49379,2021-07-06,A,216
9752,49390,2024-06-07,A,452
9753,49391,2024-04-22,A,172
