CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
62839,IPC,307,1,1
62841,IT,66C,1,1
62842,IT,66C,1,1
62843,NDPS,20,1,1
62844,IPC,379,1,1
62846,IT,66C,1,1
62847,NDPS,20,1,1
62848,IPC,302,1,1
62849,NDPS,21,1,1
62850,IPC,379,1,1
62851,IPC,279,1,1
62852,IPC,379,1,1
62853,IPC,420,1,1
62854,IPC,379,1,1
62855,IT,66C,1,1
62856,IPC,379,1,1
62857,IPC,304A,1,1
62858,IPC,420,1,1
62859,IPC,279,1,1
62861,NDPS,20,1,1
62862,IPC,307,1,1
62863,IPC,379,1,1
62864,IPC,420,1,1
62865,IPC,279,1,1
62866,IPC,304A,1,1
62868,IPC,307,1,1
62869,IT,66C,1,1
62870,IPC,420,1,1
62871,NDPS,21,1,1
62872,IT,66C,1,1
62873,NDPS,20,1,1
62874,NDPS,21,1,1
62876,NDPS,20,1,1
62878,IPC,420,1,1
62879,IPC,307,1,1
62881,NDPS,21,1,1
62882,IPC,420,1,1
62883,IPC,302,1,1
62884,IPC,302,1,1
62885,IPC,379,1,1
62886,IPC,420,1,1
62887,NDPS,20,1,1
62888,IT,66D,1,1
62889,NDPS,21,1,1
62890,IPC,279,1,1
62892,IPC,420,1,1
62893,IPC,279,1,1
62894,IPC,420,1,1
62895,IPC,279,1,1
62896,NDPS,20,1,1
62897,NDPS,21,1,1
62898,IPC,302,1,1
62899,IPC,420,1,1
62900,IPC,279,1,1
62901,IPC,304A,1,1
62902,IPC,379,1,1
62903,IPC,304A,1,1
62904,IPC,307,1,1
62905,IT,66D,1,1
62906,IPC,420,1,1
62907,IPC,302,1,1
62908,IT,66C,1,1
62909,IPC,420,1,1
62910,IPC,379,1,1
62911,IT,66C,1,1
62912,IPC,307,1,1
62913,IPC,279,1,1
62914,IPC,420,1,1
62915,NDPS,20,1,1
62917,IPC,279,1,1
62918,IPC,279,1,1
62919,IPC,302,1,1
62920,IPC,304A,1,1
62921,IPC,302,1,1
62922,IPC,420,1,1
62923,IPC,420,1,1
62924,IPC,302,1,1
62925,IPC,304A,1,1
62926,IPC,304A,1,1
62927,IPC,420,1,1
62928,IPC,279,1,1
62929,IT,66C,1,1
62930,IPC,420,1,1
62932,IPC,304A,1,1
62933,IPC,307,1,1
62934,IT,66D,1,1
62935,IPC,279,1,1
62937,NDPS,20,1,1
62938,IPC,379,1,1
62940,IT,66D,1,1
62941,IPC,379,1,1
62942,IPC,304A,1,1
62943,IPC,420,1,1
62945,IPC,379,1,1
62946,IPC,420,1,1
62947,IPC,420,1,1
62949,IPC,279,1,1
62950,IPC,304A,1,1
62952,IPC,379,1,1
62953,IPC,420,1,1
62954,IPC,420,1,1
62955,IPC,279,1,1
62956,NDPS,20,1,1
62957,IT,66D,1,1
62958,IPC,302,1,1
62959,IT,66C,1,1
62960,NDPS,20,1,1
62961,IPC,279,1,1
62962,IPC,304A,1,1
62963,IT,66C,1,1
62964,IPC,420,1,1
62965,IPC,379,1,1
62966,NDPS,21,1,1
62967,IPC,304A,1,1
62969,IT,66D,1,1
62970,IPC,307,1,1
62971,IPC,302,1,1
62972,IPC,302,1,1
62973,IPC,379,1,1
62974,IPC,379,1,1
62975,IPC,379,1,1
62976,IPC,420,1,1
62977,IPC,379,1,1
62978,IPC,379,1,1
62979,IPC,420,1,1
62980,IT,66C,1,1
62981,IPC,420,1,1
62982,IT,66C,1,1
62983,IPC,420,1,1
62984,IPC,302,1,1
62986,IPC,420,1,1
62987,IPC,420,1,1
62988,NDPS,21,1,1
62989,IPC,307,1,1
62990,IPC,379,1,1
62991,IPC,420,1,1
62992,IPC,420,1,1
62994,IPC,379,1,1
62995,IPC,279,1,1
62996,NDPS,20,1,1
62997,IPC,379,1,1
62998,IPC,304A,1,1
63000,IT,66C,1,1
63001,IPC,302,1,1
63002,IPC,420,1,1
63003,IPC,307,1,1
63004,NDPS,20,1,1
63006,IPC,302,1,1
63007,IPC,379,1,1
63008,IPC,379,1,1
63009,IPC,420,1,1
63010,IPC,302,1,1
63011,IPC,279,1,1
63012,IPC,304A,1,1
63014,IPC,420,1,1
63015,IPC,420,1,1
63016,IPC,302,1,1
63017,IT,66C,1,1
63018,IPC,379,1,1
63019,NDPS,20,1,1
63020,IPC,420,1,1
63021,IPC,420,1,1
63022,IPC,379,1,1
63023,IT,66C,1,1
63024,NDPS,21,1,1
63025,IPC,379,1,1
63027,IT,66C,1,1
63029,IPC,279,1,1
63030,IPC,420,1,1
63031,IPC,420,1,1
63032,IPC,302,1,1
63033,IPC,279,1,1
63034,IPC,304A,1,1
63035,IPC,420,1,1
63036,IPC,379,1,1
63037,NDPS,20,1,1
63038,IPC,420,1,1
63039,IT,66D,1,1
63040,IT,66D,1,1
63041,IPC,279,1,1
63042,NDPS,21,1,1
63043,IT,66D,1,1
63044,IT,66D,1,1
63045,IPC,307,1,1
63046,NDPS,20,1,1
63047,IPC,302,1,1
63048,IPC,304A,1,1
63049,IPC,302,1,1
63050,IT,66D,1,1
63051,NDPS,20,1,1
63053,IPC,379,1,1
63054,IPC,279,1,1
63056,IPC,279,1,1
63057,IT,66C,1,1
63058,IT,66C,1,1
63059,NDPS,20,1,1
63060,IPC,304A,1,1
63061,IPC,379,1,1
63062,IPC,302,1,1
63063,IT,66C,1,1
63064,IPC,379,1,1
63065,NDPS,20,1,1
63066,IPC,379,1,1
63068,IPC,420,1,1
63069,IPC,420,1,1
63070,NDPS,21,1,1
63071,IPC,302,1,1
63072,IPC,379,1,1
63074,IPC,307,1,1
63075,NDPS,20,1,1
63076,IPC,379,1,1
63077,IT,66D,1,1
63078,IPC,279,1,1
63079,IT,66D,1,1
63080,IPC,307,1,1
63081,NDPS,21,1,1
63082,IPC,420,1,1
63083,IT,66D,1,1
63086,IPC,379,1,1
63087,IT,66C,1,1
63088,IPC,379,1,1
63089,NDPS,20,1,1
63090,NDPS,21,1,1
63091,IPC,304A,1,1
63092,NDPS,21,1,1
63093,IT,66D,1,1
63094,IPC,279,1,1
63096,IPC,304A,1,1
63097,IPC,304A,1,1
63098,IPC,307,1,1
63099,IPC,279,1,1
63100,NDPS,21,1,1
63101,IPC,420,1,1
63102,IPC,379,1,1
63103,IPC,379,1,1
63104,NDPS,21,1,1
63105,NDPS,21,1,1
63106,IPC,379,1,1
63107,IPC,420,1,1
63108,IT,66D,1,1
63109,IPC,279,1,1
63110,IPC,420,1,1
63111,IT,66C,1,1
63112,NDPS,21,1,1
63113,IPC,379,1,1
63114,IPC,279,1,1
63115,IPC,302,1,1
63116,IT,66D,1,1
63118,IPC,420,1,1
63119,IPC,379,1,1
63122,IT,66C,1,1
63124,IPC,379,1,1
63125,NDPS,20,1,1
63126,IPC,304A,1,1
63128,IPC,279,1,1
63129,IT,66D,1,1
63130,IPC,304A,1,1
63131,IPC,379,1,1
63132,IPC,279,1,1
63133,IPC,279,1,1
63134,IPC,279,1,1
63135,IPC,307,1,1
63136,IPC,307,1,1
63137,IT,66D,1,1
63138,IT,66C,1,1
63139,IPC,307,1,1
63140,IPC,307,1,1
63144,IPC,304A,1,1
63145,IT,66D,1,1
63148,IT,66D,1,1
63149,IT,66D,1,1
63150,NDPS,21,1,1
63151,IPC,302,1,1
63152,IPC,307,1,1
63153,IPC,302,1,1
63154,IPC,304A,1,1
63155,NDPS,20,1,1
63156,IPC,379,1,1
63157,NDPS,20,1,1
63158,NDPS,21,1,1
63159,IPC,379,1,1
63161,IPC,279,1,1
63162,IPC,379,1,1
63163,IPC,307,1,1
63164,IPC,279,1,1
63165,NDPS,20,1,1
63166,IPC,302,1,1
63167,IT,66D,1,1
63170,IT,66D,1,1
63171,IPC,304A,1,1
63172,IPC,379,1,1
63173,IPC,279,1,1
63175,IT,66C,1,1
63176,IPC,420,1,1
63177,IPC,302,1,1
63179,IT,66D,1,1
63180,IPC,420,1,1
63181,IPC,379,1,1
63182,IPC,379,1,1
63183,IPC,302,1,1
63184,IPC,302,1,1
63185,IPC,279,1,1
63186,IPC,302,1,1
63187,IPC,307,1,1
63188,NDPS,20,1,1
63189,IPC,307,1,1
63190,IPC,379,1,1
63192,IT,66C,1,1
63193,IPC,379,1,1
63194,IPC,304A,1,1
63195,IPC,307,1,1
63196,NDPS,20,1,1
63198,IPC,379,1,1
63199,NDPS,21,1,1
63200,IPC,279,1,1
63201,IPC,379,1,1
63202,NDPS,21,1,1
63203,IT,66D,1,1
63204,IPC,420,1,1
63207,IPC,379,1,1
63208,IPC,379,1,1
63209,IT,66C,1,1
63210,IT,66D,1,1
63211,NDPS,21,1,1
63212,IPC,420,1,1
63213,IPC,279,1,1
63214,IPC,379,1,1
63215,IPC,304A,1,1
63216,IPC,302,1,1
63217,IT,66D,1,1
63218,IPC,420,1,1
63220,IPC,379,1,1
63221,IT,66C,1,1
63222,IPC,279,1,1
63223,NDPS,20,1,1
63225,NDPS,20,1,1
63226,IT,66C,1,1
63227,IPC,302,1,1
63228,IPC,302,1,1
63229,IPC,379,1,1
63230,IPC,304A,1,1
63231,IT,66C,1,1
63232,IPC,379,1,1
63233,IPC,304A,1,1
63234,NDPS,20,1,1
63235,NDPS,21,1,1
63236,NDPS,21,1,1
63237,IPC,304A,1,1
63238,IPC,302,1,1
63239,IPC,379,1,1
63240,IPC,279,1,1
63241,IT,66D,1,1
63242,IT,66D,1,1
63243,IPC,304A,1,1
63245,IT,66C,1,1
63246,IPC,302,1,1
63247,IPC,379,1,1
63249,IPC,379,1,1
63250,IT,66C,1,1
63251,IPC,379,1,1
63252,IPC,304A,1,1
63253,IPC,420,1,1
63254,IPC,379,1,1
63255,IPC,304A,1,1
63258,NDPS,20,1,1
63260,IPC,420,1,1
63261,IPC,279,1,1
63262,NDPS,21,1,1
63263,IT,66C,1,1
63264,NDPS,21,1,1
63266,IT,66C,1,1
63268,IPC,379,1,1
63269,NDPS,21,1,1
63270,NDPS,20,1,1
63271,IPC,304A,1,1
63272,IPC,279,1,1
63273,IPC,379,1,1
63274,IT,66C,1,1
63275,IPC,279,1,1
63276,IPC,379,1,1
63277,NDPS,20,1,1
63278,IT,66C,1,1
63279,IPC,307,1,1
63281,IPC,379,1,1
63282,NDPS,20,1,1
63284,IPC,379,1,1
63285,IPC,304A,1,1
63286,IPC,304A,1,1
63287,IPC,420,1,1
63288,IT,66C,1,1
63290,IPC,302,1,1
63291,IPC,420,1,1
63292,IPC,307,1,1
63293,IPC,304A,1,1
63294,IPC,302,1,1
63295,IPC,379,1,1
63296,NDPS,20,1,1
63297,IT,66D,1,1
63298,IPC,302,1,1
63300,IT,66C,1,1
63301,IPC,379,1,1
63302,IPC,379,1,1
63303,IPC,279,1,1
63304,IPC,420,1,1
63305,IPC,302,1,1
63307,IPC,379,1,1
63309,IPC,307,1,1
63310,IPC,304A,1,1
63311,IPC,279,1,1
63312,NDPS,20,1,1
63313,IPC,379,1,1
63314,IPC,379,1,1
63315,IPC,420,1,1
63316,IT,66D,1,1
63317,IPC,304A,1,1
63318,IT,66C,1,1
63319,IPC,379,1,1
63320,IPC,304A,1,1
63321,IT,66D,1,1
63322,IT,66C,1,1
63323,IPC,307,1,1
63324,IT,66C,1,1
63326,IT,66C,1,1
63327,IPC,307,1,1
63328,NDPS,20,1,1
63329,IPC,279,1,1
63330,NDPS,20,1,1
63332,NDPS,20,1,1
63333,IPC,420,1,1
63334,IPC,420,1,1
63335,IT,66D,1,1
63336,NDPS,20,1,1
63337,NDPS,20,1,1
63338,NDPS,21,1,1
63339,IPC,420,1,1
63340,IT,66D,1,1
63341,IPC,379,1,1
63342,IPC,279,1,1
63343,IPC,302,1,1
63344,IT,66D,1,1
63345,IPC,420,1,1
63346,NDPS,20,1,1
63347,IT,66C,1,1
63348,IPC,379,1,1
63349,IPC,279,1,1
63350,IPC,420,1,1
63351,IPC,279,1,1
63352,IPC,420,1,1
63353,IT,66C,1,1
63354,IPC,307,1,1
63355,IPC,279,1,1
63356,IPC,420,1,1
63357,IPC,304A,1,1
63358,IPC,420,1,1
63359,IT,66D,1,1
63360,IPC,304A,1,1
63361,IPC,302,1,1
63362,IT,66C,1,1
63364,IPC,420,1,1
63365,IPC,304A,1,1
63366,IPC,302,1,1
63367,NDPS,21,1,1
63368,IPC,420,1,1
63369,IPC,279,1,1
63370,NDPS,21,1,1
63371,NDPS,20,1,1
63372,IPC,379,1,1
63373,IPC,304A,1,1
63374,IPC,304A,1,1
63375,IPC,302,1,1
63376,IT,66D,1,1
63377,IT,66C,1,1
63378,IPC,379,1,1
63379,IPC,379,1,1
63380,IPC,379,1,1
63381,IPC,302,1,1
63383,IT,66D,1,1
63384,IPC,420,1,1
63385,NDPS,21,1,1
63386,IPC,302,1,1
63387,IPC,379,1,1
63388,IPC,420,1,1
63389,NDPS,21,1,1
63390,NDPS,20,1,1
63391,IPC,379,1,1
63392,IPC,379,1,1
63393,IPC,379,1,1
63394,NDPS,20,1,1
63395,IPC,307,1,1
63396,NDPS,20,1,1
63397,IPC,302,1,1
63398,NDPS,20,1,1
63399,IT,66D,1,1
63400,NDPS,21,1,1
63402,IT,66D,1,1
63403,IT,66C,1,1
63404,IT,66D,1,1
63405,IPC,307,1,1
63406,IT,66C,1,1
63407,IPC,279,1,1
63408,NDPS,21,1,1
63409,IPC,279,1,1
63410,IT,66C,1,1
63411,IPC,302,1,1
63413,IPC,420,1,1
63414,IPC,420,1,1
63415,NDPS,21,1,1
63416,IT,66C,1,1
63417,IPC,307,1,1
63418,IPC,304A,1,1
63419,IPC,302,1,1
63420,IPC,420,1,1
63421,IPC,304A,1,1
63423,IPC,420,1,1
63424,IPC,379,1,1
63425,IPC,420,1,1
63426,IT,66C,1,1
63427,IPC,420,1,1
63428,IT,66C,1,1
63429,IPC,279,1,1
63430,IPC,379,1,1
63431,IT,66C,1,1
63432,NDPS,20,1,1
63433,NDPS,21,1,1
63434,IPC,420,1,1
63435,IPC,304A,1,1
63436,IPC,420,1,1
63437,IPC,379,1,1
63438,IT,66C,1,1
63439,IPC,302,1,1
63440,IPC,420,1,1
63441,NDPS,21,1,1
63444,NDPS,21,1,1
63445,IPC,279,1,1
63446,NDPS,21,1,1
63447,IPC,304A,1,1
63448,NDPS,20,1,1
63449,IT,66C,1,1
63450,IPC,379,1,1
63451,IPC,420,1,1
63452,IPC,379,1,1
63453,IPC,379,1,1
63454,IT,66D,1,1
63456,IT,66D,1,1
63457,IT,66C,1,1
63458,IPC,279,1,1
63459,IPC,279,1,1
63460,NDPS,20,1,1
63462,IPC,302,1,1
63463,IPC,307,1,1
63464,IT,66C,1,1
63465,IPC,420,1,1
63466,IPC,379,1,1
63467,NDPS,20,1,1
63468,IPC,302,1,1
63469,IPC,420,1,1
63470,IPC,379,1,1
63471,IPC,420,1,1
63473,IT,66D,1,1
63474,NDPS,21,1,1
63475,IPC,379,1,1
63477,IPC,379,1,1
63478,IPC,379,1,1
63479,IT,66C,1,1
63480,IPC,279,1,1
63481,IPC,420,1,1
63482,IPC,304A,1,1
63483,IPC,302,1,1
63484,IPC,279,1,1
63486,IPC,379,1,1
63487,IT,66C,1,1
63488,IPC,379,1,1
63490,IT,66C,1,1
63491,IPC,420,1,1
63492,IT,66D,1,1
63493,IPC,279,1,1
63494,IPC,420,1,1
63495,NDPS,21,1,1
63496,NDPS,20,1,1
63497,IPC,302,1,1
63498,NDPS,20,1,1
63500,NDPS,20,1,1
63501,IPC,420,1,1
63502,NDPS,20,1,1
63503,IT,66C,1,1
63504,IPC,302,1,1
63505,IPC,379,1,1
63506,IT,66C,1,1
63507,IT,66D,1,1
63508,IPC,302,1,1
63510,IPC,420,1,1
63511,IPC,307,1,1
63512,IT,66D,1,1
63513,IPC,379,1,1
63514,IPC,420,1,1
63515,NDPS,21,1,1
63516,IPC,379,1,1
63517,IPC,379,1,1
63518,IT,66D,1,1
63519,IT,66D,1,1
63520,IPC,279,1,1
63522,IPC,379,1,1
63523,IPC,379,1,1
63524,IPC,307,1,1
63526,IPC,302,1,1
63527,NDPS,20,1,1
63528,IPC,307,1,1
63531,IPC,379,1,1
63532,IPC,307,1,1
63533,IPC,379,1,1
63534,IT,66D,1,1
63535,IT,66D,1,1
63536,IT,66D,1,1
63537,IPC,379,1,1
63538,IPC,420,1,1
63540,IPC,307,1,1
63542,IPC,304A,1,1
63543,IT,66C,1,1
63544,IPC,302,1,1
63546,IPC,379,1,1
63547,NDPS,20,1,1
63548,IT,66D,1,1
63549,NDPS,20,1,1
63550,IPC,420,1,1
63551,IPC,420,1,1
63552,IPC,420,1,1
63553,IT,66D,1,1
63554,NDPS,21,1,1
63555,IT,66C,1,1
63557,IT,66C,1,1
63558,IT,66D,1,1
63559,IPC,304A,1,1
63560,IPC,379,1,1
63561,IPC,307,1,1
63562,IPC,304A,1,1
63563,NDPS,21,1,1
63564,IPC,279,1,1
63565,IT,66C,1,1
63566,IPC,420,1,1
63567,NDPS,20,1,1
63568,IPC,379,1,1
63569,NDPS,21,1,1
63570,IPC,304A,1,1
63571,IPC,304A,1,1
63572,IPC,307,1,1
63573,IPC,420,1,1
63574,IT,66D,1,1
63575,IPC,420,1,1
63576,IT,66C,1,1
63577,NDPS,21,1,1
63578,IPC,302,1,1
63580,NDPS,20,1,1
63581,IPC,420,1,1
63582,NDPS,20,1,1
63584,IPC,420,1,1
63585,IPC,307,1,1
63586,IPC,279,1,1
63587,NDPS,21,1,1
63588,NDPS,20,1,1
63589,IT,66D,1,1
63590,IPC,302,1,1
63591,IPC,420,1,1
63592,IT,66D,1,1
63593,IT,66C,1,1
63595,NDPS,21,1,1
63596,IPC,279,1,1
63597,IPC,279,1,1
63598,IPC,379,1,1
63599,IPC,279,1,1
63600,IT,66D,1,1
63601,NDPS,21,1,1
63602,NDPS,20,1,1
63603,NDPS,20,1,1
63604,IT,66D,1,1
63605,IPC,420,1,1
63607,IPC,279,1,1
63608,IPC,420,1,1
63609,NDPS,21,1,1
63610,IPC,302,1,1
63611,NDPS,20,1,1
63613,IPC,420,1,1
63615,IPC,304A,1,1
63616,IT,66D,1,1
63618,IPC,379,1,1
63620,NDPS,21,1,1
63621,IT,66D,1,1
63622,IPC,420,1,1
63624,IT,66C,1,1
63625,IPC,302,1,1
63626,NDPS,21,1,1
63627,IT,66D,1,1
63628,IT,66C,1,1
63629,NDPS,20,1,1
63630,IT,66D,1,1
63631,NDPS,20,1,1
63632,IPC,302,1,1
63633,NDPS,21,1,1
63634,IT,66C,1,1
63635,IT,66D,1,1
63636,IT,66C,1,1
63637,IPC,307,1,1
63638,IPC,420,1,1
63639,IT,66D,1,1
63640,IT,66D,1,1
63641,IT,66D,1,1
63642,NDPS,21,1,1
63643,IT,66C,1,1
63644,IPC,420,1,1
63645,IT,66C,1,1
63646,IPC,302,1,1
63647,IPC,307,1,1
63648,IPC,379,1,1
63649,NDPS,21,1,1
63650,IPC,420,1,1
63651,IPC,302,1,1
63653,IT,66D,1,1
63654,IPC,379,1,1
63655,NDPS,21,1,1
63656,IPC,304A,1,1
63657,IPC,302,1,1
63658,IPC,420,1,1
63659,IT,66C,1,1
63660,NDPS,20,1,1
63661,IPC,379,1,1
63662,IT,66C,1,1
63663,IPC,307,1,1
63665,IPC,307,1,1
63666,IPC,379,1,1
63667,NDPS,21,1,1
63668,IPC,279,1,1
63669,IT,66D,1,1
63670,IT,66C,1,1
63671,IPC,307,1,1
63672,IPC,279,1,1
63673,IPC,279,1,1
63674,IPC,307,1,1
63675,IPC,379,1,1
63677,IPC,379,1,1
63678,IPC,420,1,1
63679,IT,66D,1,1
63680,IPC,304A,1,1
63681,NDPS,20,1,1
63682,IPC,420,1,1
63683,IPC,279,1,1
63684,NDPS,20,1,1
63685,IPC,302,1,1
63686,IPC,307,1,1
63687,IPC,302,1,1
63689,NDPS,20,1,1
63690,NDPS,21,1,1
63691,NDPS,21,1,1
63692,IPC,279,1,1
63693,IT,66D,1,1
63694,IPC,307,1,1
63695,NDPS,21,1,1
63696,NDPS,21,1,1
63697,IPC,304A,1,1
63698,IT,66C,1,1
63699,IPC,279,1,1
63700,IPC,302,1,1
63701,NDPS,20,1,1
63702,IPC,302,1,1
63703,IT,66C,1,1
63704,IPC,307,1,1
63705,NDPS,20,1,1
63706,IT,66D,1,1
63709,IPC,379,1,1
63710,NDPS,20,1,1
63711,NDPS,21,1,1
63712,IPC,307,1,1
63713,IT,66C,1,1
63714,NDPS,21,1,1
63715,IT,66D,1,1
63716,IPC,304A,1,1
63717,IPC,379,1,1
63718,IPC,420,1,1
63719,IPC,379,1,1
63721,IPC,279,1,1
63722,IPC,279,1,1
63723,NDPS,21,1,1
63724,NDPS,21,1,1
63725,IPC,420,1,1
63726,IT,66D,1,1
63727,IPC,279,1,1
63730,IPC,379,1,1
63731,IPC,307,1,1
63732,IT,66C,1,1
63733,IPC,379,1,1
63734,IPC,379,1,1
63735,IPC,279,1,1
63736,IPC,279,1,1
63737,IPC,279,1,1
63738,NDPS,20,1,1
63739,IPC,304A,1,1
63740,IPC,379,1,1
63741,IT,66C,1,1
63742,IPC,279,1,1
63743,NDPS,21,1,1
63744,IPC,379,1,1
63745,IPC,302,1,1
63746,IPC,302,1,1
63747,IT,66C,1,1
63748,IPC,420,1,1
63749,IPC,279,1,1
63750,IPC,379,1,1
63751,IPC,420,1,1
63752,IPC,279,1,1
63753,IPC,307,1,1
63754,IPC,379,1,1
63756,IPC,420,1,1
63757,IPC,379,1,1
63758,IT,66C,1,1
63759,NDPS,21,1,1
63760,IT,66D,1,1
63761,IPC,304A,1,1
63762,IPC,279,1,1
63763,IPC,379,1,1
63764,NDPS,20,1,1
63766,IPC,279,1,1
63767,IPC,307,1,1
63768,IPC,304A,1,1
63769,NDPS,20,1,1
63770,IT,66C,1,1
63771,IT,66C,1,1
63772,IPC,302,1,1
63773,IPC,379,1,1
63774,IT,66C,1,1
63775,IPC,420,1,1
63776,IPC,420,1,1
63777,IPC,279,1,1
63779,IT,66D,1,1
63780,IT,66C,1,1
63781,IPC,304A,1,1
63782,IT,66D,1,1
63785,IPC,302,1,1
63786,IPC,379,1,1
63787,IT,66C,1,1
63788,IPC,302,1,1
63789,IPC,304A,1,1
63790,IT,66C,1,1
63791,IT,66C,1,1
63792,IPC,379,1,1
63793,NDPS,20,1,1
63794,IPC,302,1,1
63795,IPC,279,1,1
63796,NDPS,21,1,1
63797,IPC,279,1,1
63798,IPC,279,1,1
63799,IPC,420,1,1
63801,NDPS,20,1,1
63803,IPC,279,1,1
63804,NDPS,21,1,1
63805,IPC,304A,1,1
63806,IPC,379,1,1
63807,IPC,420,1,1
63808,IPC,379,1,1
63809,IPC,304A,1,1
63811,IPC,302,1,1
63812,IPC,420,1,1
63813,IT,66D,1,1
63814,IPC,420,1,1
63815,IT,66D,1,1
63817,NDPS,21,1,1
63818,NDPS,20,1,1
63819,IT,66C,1,1
63821,IT,66D,1,1
63822,IPC,304A,1,1
63823,IPC,379,1,1
63824,IT,66D,1,1
63827,IPC,420,1,1
63828,NDPS,20,1,1
63830,IT,66D,1,1
63832,NDPS,20,1,1
63833,IPC,420,1,1
63835,IPC,379,1,1
63836,IT,66D,1,1
63839,IT,66C,1,1
63840,IPC,379,1,1
63841,IPC,379,1,1
63842,NDPS,21,1,1
63843,IPC,304A,1,1
63844,IPC,279,1,1
63845,IT,66D,1,1
63846,IPC,304A,1,1
63848,IPC,420,1,1
63849,IT,66C,1,1
63850,IT,66D,1,1
63851,IT,66D,1,1
63852,IT,66D,1,1
63853,IT,66C,1,1
63854,IT,66C,1,1
63855,NDPS,21,1,1
63856,IPC,420,1,1
63857,IPC,420,1,1
63858,IPC,279,1,1
63859,IPC,279,1,1
63860,IPC,304A,1,1
63861,IPC,279,1,1
63863,IPC,307,1,1
63864,IPC,307,1,1
63865,NDPS,20,1,1
63867,IPC,302,1,1
63868,IT,66C,1,1
63869,IPC,420,1,1
63870,IPC,307,1,1
63872,IPC,302,1,1
63873,IPC,304A,1,1
63874,IPC,420,1,1
63875,IPC,420,1,1
63876,IPC,307,1,1
63877,IT,66C,1,1
63878,IT,66D,1,1
63879,IPC,420,1,1
63880,IPC,379,1,1
63881,IPC,304A,1,1
63882,IT,66C,1,1
63883,IPC,420,1,1
63884,IT,66C,1,1
63885,IT,66C,1,1
63886,IPC,304A,1,1
63887,IPC,420,1,1
63888,IPC,304A,1,1
63889,IPC,420,1,1
63890,IPC,302,1,1
63891,IPC,304A,1,1
63892,IPC,379,1,1
63893,IPC,279,1,1
63895,IT,66D,1,1
63896,IPC,379,1,1
63897,IPC,420,1,1
63898,IT,66D,1,1
63899,IPC,307,1,1
63900,NDPS,20,1,1
63902,IPC,379,1,1
63903,IPC,420,1,1
63904,IPC,279,1,1
63905,IPC,379,1,1
63906,NDPS,20,1,1
63907,NDPS,20,1,1
63908,IT,66D,1,1
63909,NDPS,20,1,1
63910,IPC,279,1,1
63911,IPC,304A,1,1
63912,NDPS,21,1,1
63913,NDPS,21,1,1
63915,IPC,302,1,1
63916,NDPS,20,1,1
63917,IPC,304A,1,1
63918,IPC,307,1,1
63919,IT,66D,1,1
63921,IPC,304A,1,1
63922,IPC,379,1,1
63923,NDPS,21,1,1
63924,IT,66C,1,1
63925,IT,66D,1,1
63926,IT,66C,1,1
63928,IPC,379,1,1
63929,IPC,420,1,1
63930,NDPS,21,1,1
63931,NDPS,21,1,1
63933,IPC,420,1,1
63934,IPC,379,1,1
63935,NDPS,20,1,1
63938,IPC,279,1,1
63941,IPC,304A,1,1
63942,IPC,304A,1,1
63943,NDPS,21,1,1
63944,IT,66D,1,1
63946,IPC,279,1,1
63947,IPC,304A,1,1
63948,IT,66C,1,1
63949,NDPS,20,1,1
63950,NDPS,21,1,1
63952,IT,66C,1,1
63953,IT,66C,1,1
63955,IT,66C,1,1
63956,IT,66D,1,1
63959,NDPS,20,1,1
63960,IT,66D,1,1
63961,IPC,279,1,1
63962,IT,66C,1,1
63963,IPC,307,1,1
63964,IPC,302,1,1
63965,IPC,304A,1,1
63966,IPC,379,1,1
63968,IPC,304A,1,1
63969,IT,66C,1,1
63970,NDPS,20,1,1
63971,IPC,302,1,1
63972,IPC,379,1,1
63973,IPC,420,1,1
63974,IT,66C,1,1
63976,IPC,420,1,1
63977,IPC,304A,1,1
63979,NDPS,21,1,1
63980,NDPS,21,1,1
63981,IPC,420,1,1
63982,IPC,307,1,1
63983,IPC,307,1,1
63984,IPC,302,1,1
63985,IPC,420,1,1
63986,IT,66C,1,1
63987,IT,66D,1,1
63988,IPC,304A,1,1
63990,NDPS,21,1,1
63991,IPC,379,1,1
63993,IPC,379,1,1
63994,IT,66C,1,1
63996,IPC,420,1,1
63997,IPC,304A,1,1
63998,IPC,302,1,1
63999,IPC,379,1,1
64001,IPC,279,1,1
64002,IPC,379,1,1
64003,IT,66C,1,1
64005,IPC,304A,1,1
64006,IT,66C,1,1
64007,IPC,304A,1,1
64008,IT,66C,1,1
64009,IPC,279,1,1
64012,IT,66C,1,1
64013,NDPS,21,1,1
64014,IPC,379,1,1
64015,IPC,302,1,1
64016,NDPS,20,1,1
64017,IPC,420,1,1
64018,IPC,304A,1,1
64019,IT,66C,1,1
64020,IT,66C,1,1
64021,IT,66C,1,1
64022,IPC,420,1,1
64023,IPC,379,1,1
64024,IT,66C,1,1
64025,IT,66D,1,1
64027,IPC,279,1,1
64028,IPC,279,1,1
64030,IPC,420,1,1
64031,IPC,379,1,1
64032,IPC,379,1,1
64033,IT,66D,1,1
64034,IPC,420,1,1
64036,NDPS,21,1,1
64037,IT,66D,1,1
64038,NDPS,20,1,1
64039,IPC,307,1,1
64040,IPC,307,1,1
64041,IPC,379,1,1
64042,IPC,304A,1,1
64044,IPC,304A,1,1
64046,NDPS,21,1,1
64047,IT,66D,1,1
64048,IPC,379,1,1
64049,IPC,379,1,1
