ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
18093,37797,1,2026-05-30,1,22,145,417,76,94692,1,0
18094,37799,1,2025-01-01,1,22,91,45,41,94695,1,0
18095,37800,1,2023-12-17,1,25,114,193,56,94696,1,0
18096,37800,1,2023-12-27,1,9,114,193,56,94697,1,0
18097,37800,1,2024-01-01,1,27,114,193,56,94698,1,0
18098,37807,1,2025-01-29,1,23,47,186,18,94715,1,0
18099,37807,1,2025-01-07,1,10,47,186,18,94716,1,0
18100,37814,1,2025-10-13,1,20,28,409,11,94728,1,0
18101,37814,1,2025-10-21,1,6,28,409,11,94729,1,0
18102,37814,1,2025-10-08,1,24,28,409,11,94730,1,0
18103,37817,1,2020-03-17,1,19,170,473,82,94738,1,0
18104,37817,1,2020-03-18,1,12,170,473,82,94739,1,0
18105,37817,1,2020-03-07,1,26,170,473,82,94740,1,0
18106,37821,1,2020-12-13,1,4,102,47,47,94747,1,0
18107,37821,1,2020-12-14,1,18,102,47,47,94748,1,0
18108,37821,1,2020-12-24,1,30,102,47,47,94749,1,0
18109,37824,1,2024-03-29,1,7,86,233,39,94756,1,0
18110,37824,1,2024-03-27,1,27,86,233,39,94757,1,0
18111,37826,1,2020-02-03,1,18,32,290,20,94760,1,0
18112,37826,1,2020-01-31,1,28,32,290,20,94761,1,0
18113,37827,1,2020-01-27,1,18,41,446,21,94762,1,0
18114,37827,1,2020-02-20,1,16,41,446,21,94763,1,0
18115,37827,1,2020-02-17,1,5,41,446,21,94764,1,0
18116,37840,1,2024-03-08,1,23,218,99,109,94799,1,0
18117,37843,1,2026-07-20,1,20,223,2,111,94802,1,0
18118,37843,1,2026-07-13,1,12,223,2,111,94803,1,0
18119,37843,1,2026-07-01,1,29,223,2,111,94804,1,0
18120,37843,1,2026-06-23,1,4,223,2,111,94805,1,0
18121,37845,1,2025-02-04,1,22,179,141,92,94809,1,0
18122,37845,1,2025-02-16,1,22,179,141,92,94810,1,0
18123,37846,1,2024-11-13,1,26,229,466,115,94812,1,0
18124,37846,1,2024-11-22,1,23,229,466,115,94814,1,0
18125,37846,1,2024-11-03,1,22,229,466,115,94815,1,0
18126,37854,1,2024-04-29,1,17,241,459,122,94834,1,0
18127,37856,1,2021-05-21,1,17,171,18,82,94842,1,0
18128,37862,1,2023-02-27,1,21,159,144,79,94853,1,0
18129,37862,1,2023-03-09,1,12,159,144,79,94854,1,0
18130,37864,1,2020-07-08,1,4,252,267,126,94858,1,0
18131,37864,1,2020-06-29,1,14,252,267,126,94860,1,0
18132,37871,1,2023-11-18,1,11,44,66,19,94872,1,0
18133,37871,1,2023-11-30,1,10,44,66,19,94873,1,0
18134,37871,1,2023-11-20,1,11,44,66,19,94874,1,0
18135,37871,1,2023-11-25,1,4,44,66,19,94875,1,0
18136,37874,1,2022-10-25,1,30,72,120,34,94879,1,0
18137,37874,1,2022-10-17,1,18,72,120,34,94880,1,0
18138,37874,1,2022-10-11,1,4,72,120,34,94881,1,0
18139,37879,1,2020-02-22,1,25,141,351,71,94893,1,0
18140,37881,1,2021-08-31,1,18,239,302,117,94896,1,0
18141,37881,1,2021-08-18,1,13,239,302,117,94897,1,0
18142,37881,1,2021-08-21,1,6,239,302,117,94898,1,0
18143,37881,1,2021-08-02,1,29,239,302,117,94899,1,0
18144,37885,1,2020-10-23,1,16,98,474,43,94909,1,0
18145,37891,1,2026-05-17,1,31,138,168,70,94923,1,0
18146,37891,1,2026-05-20,1,8,138,168,70,94924,1,0
18147,37891,1,2026-05-26,1,28,138,168,70,94925,1,0
18148,37899,1,2026-05-19,1,13,261,439,130,94943,1,0
18149,37899,1,2026-04-29,1,5,261,439,130,94944,1,0
18150,37899,1,2026-05-04,1,26,261,439,130,94945,1,0
18151,37899,1,2026-05-22,1,18,261,439,130,94946,1,0
18152,37901,1,2022-03-16,1,31,191,182,95,94950,1,0
18153,37901,1,2022-03-24,1,14,191,182,95,94951,1,0
18154,37904,1,2022-01-08,1,20,18,481,8,94958,1,0
18155,37904,1,2022-01-04,1,8,18,481,8,94959,1,0
18156,37904,1,2021-12-18,1,2,18,481,8,94960,1,0
18157,37905,1,2025-10-04,1,25,6,482,2,94962,1,0
18158,37905,1,2025-09-24,1,19,6,482,2,94963,1,0
18159,37909,1,2021-04-27,1,16,2,483,2,94968,1,0
18160,37911,1,2022-05-10,1,6,54,24,21,94970,1,0
18161,37916,1,2024-12-04,1,26,88,252,40,94981,1,0
18162,37919,1,2023-10-11,1,28,221,305,107,94991,1,0
18163,37919,1,2023-11-04,1,27,221,305,107,94992,1,0
18164,37925,1,2025-02-28,1,26,2,483,2,95002,1,0
18165,37927,1,2021-10-12,1,19,84,221,39,95006,1,0
18166,37927,1,2021-10-09,1,8,84,221,39,95007,1,0
18167,37931,1,2020-08-18,1,23,165,465,82,95017,1,0
18168,37931,1,2020-08-15,1,3,165,465,82,95018,1,0
18169,37931,1,2020-08-11,1,21,165,465,82,95019,1,0
18170,37931,1,2020-08-13,1,22,165,465,82,95020,1,0
18171,37936,1,2025-06-03,1,27,234,314,119,95027,1,0
18172,37937,1,2020-10-24,1,13,91,108,41,95029,1,0
18173,37937,1,2020-10-25,1,19,91,108,41,95030,1,0
18174,37937,1,2020-10-25,1,23,91,108,41,95031,1,0
18175,37945,1,2025-01-04,1,26,172,312,82,95047,1,0
18176,37945,1,2025-01-19,1,20,172,312,82,95048,1,0
18177,37950,1,2022-12-10,1,1,147,103,74,95059,1,0
18178,37951,1,2022-04-20,1,26,62,48,26,95060,1,0
18179,37951,1,2022-04-10,1,7,62,48,26,95061,1,0
18180,37951,1,2022-04-09,1,15,62,48,26,95062,1,0
18181,37953,1,2023-07-06,1,7,257,346,129,95067,1,0
18182,37953,1,2023-06-14,1,23,257,346,129,95068,1,0
18183,37954,1,2025-04-17,1,17,148,423,75,95069,1,0
18184,37954,1,2025-04-03,1,21,148,423,75,95070,1,0
18185,37954,1,2025-04-30,1,9,148,423,75,95071,1,0
18186,37962,1,2022-10-31,1,19,148,32,77,95096,1,0
18187,37962,1,2022-10-30,1,1,148,32,77,95097,1,0
18188,37962,1,2022-11-01,1,18,148,32,77,95098,1,0
18189,37977,1,2021-08-28,1,29,77,454,38,95132,1,0
18190,37977,1,2021-08-09,1,16,77,454,38,95133,1,0
18191,37977,1,2021-08-09,1,11,77,454,38,95134,1,0
18192,37984,1,2024-10-07,1,22,253,215,128,95154,1,0
18193,37984,1,2024-09-15,1,21,253,215,128,95155,1,0
18194,37988,1,2020-02-23,1,9,166,28,83,95165,1,0
18195,37988,1,2020-02-24,1,31,166,28,83,95166,1,0
18196,37988,1,2020-02-22,1,17,166,28,83,95167,1,0
18197,37990,1,2022-01-28,1,5,220,235,108,95171,1,0
18198,37990,1,2022-02-02,1,15,220,235,108,95172,1,0
18199,37990,1,2022-02-09,1,11,220,235,108,95173,1,0
18200,37994,1,2021-06-07,1,14,125,195,57,95184,1,0
18201,37996,1,2023-08-28,1,2,73,203,35,95188,1,0
18202,37996,1,2023-09-23,1,22,73,203,35,95189,1,0
18203,37996,1,2023-08-27,1,29,73,203,35,95190,1,0
18204,37999,1,2025-04-25,1,16,160,376,79,95195,1,0
18205,37999,1,2025-04-14,1,17,160,376,79,95196,1,0
18206,38003,1,2023-02-14,1,18,67,329,28,95209,1,0
18207,38003,1,2023-02-06,1,15,67,329,28,95210,1,0
18208,38003,1,2023-02-17,1,23,67,329,28,95211,1,0
18209,38005,1,2022-04-30,1,8,206,359,96,95215,1,0
18210,38005,1,2022-04-20,1,20,206,359,96,95216,1,0
18211,38006,1,2021-05-23,1,5,252,267,127,95217,1,0
18212,38006,1,2021-05-31,1,7,252,267,127,95218,1,0
18213,38007,1,2023-08-24,1,14,171,289,80,95219,1,0
18214,38008,1,2024-05-20,1,24,123,119,59,95220,1,0
18215,38008,1,2024-04-29,1,8,123,119,59,95221,1,0
18216,38009,1,2026-08-22,1,5,130,286,68,95223,1,0
18217,38009,1,2026-09-12,1,24,130,286,68,95224,1,0
18218,38009,1,2026-09-08,1,12,130,286,68,95225,1,0
18219,38009,1,2026-09-12,1,5,130,286,68,95226,1,0
18220,38013,1,2021-03-29,1,20,5,192,2,95235,1,0
18221,38013,1,2021-03-13,1,23,5,192,2,95236,1,0
18222,38019,1,2020-01-20,1,13,203,441,99,95253,1,0
18223,38019,1,2020-02-04,1,18,203,441,99,95254,1,0
18224,38019,1,2020-01-27,1,6,203,441,99,95255,1,0
18225,38020,1,2023-07-12,1,19,213,426,102,95256,1,0
18226,38025,1,2022-06-10,1,16,13,214,8,95270,1,0
18227,38031,1,2021-04-21,1,8,24,452,15,95290,1,0
18228,38038,1,2022-05-26,1,26,111,410,50,95305,1,0
18229,38045,1,2020-06-20,1,15,11,126,4,95322,1,0
18230,38063,1,2025-09-10,1,3,29,29,16,95370,1,0
18231,38063,1,2025-08-28,1,20,29,29,16,95372,1,0
18232,38063,1,2025-08-28,1,7,29,29,16,95373,1,0
18233,38065,1,2023-12-31,1,28,263,431,129,95377,1,0
18234,38065,1,2024-01-16,1,4,263,431,129,95378,1,0
18235,38067,1,2021-06-20,1,11,111,410,52,95383,1,0
18236,38074,1,2020-05-04,1,24,35,354,21,95401,1,0
18237,38075,1,2023-06-26,1,12,114,33,55,95403,1,0
18238,38075,1,2023-07-16,1,27,114,33,55,95404,1,0
18239,38076,1,2023-10-03,1,4,78,82,39,95405,1,0
18240,38076,1,2023-10-31,1,3,78,82,39,95406,1,0
18241,38076,1,2023-10-31,1,16,78,82,39,95407,1,0
18242,38088,1,2026-11-08,1,29,258,295,129,95440,1,0
18243,38098,1,2025-08-10,1,23,122,284,62,95462,1,0
18244,38098,1,2025-08-19,1,29,122,284,62,95463,1,0
18245,38103,1,2021-11-12,1,16,98,175,44,95474,1,0
18246,38117,1,2026-08-31,1,19,164,29,79,95508,1,0
18247,38117,1,2026-08-19,1,12,164,29,79,95509,1,0
18248,38117,1,2026-08-20,1,25,164,29,79,95510,1,0
18249,38117,1,2026-08-12,1,29,164,29,79,95511,1,0
18250,38122,1,2022-02-04,1,13,61,275,22,95523,1,0
18251,38123,1,2024-06-17,1,1,204,183,99,95527,1,0
18252,38123,1,2024-06-09,1,31,204,183,99,95529,1,0
18253,38133,1,2023-06-09,1,14,129,440,64,95548,1,0
18254,38134,1,2026-02-09,1,30,72,120,35,95549,1,0
18255,38142,1,2020-10-13,1,6,174,372,88,95569,1,0
18256,38150,1,2026-10-19,1,18,183,386,91,95585,1,0
18257,38158,1,2023-03-25,1,23,42,83,19,95596,1,0
18258,38158,1,2023-03-18,1,5,42,83,19,95597,1,0
18259,38159,1,2021-05-12,1,24,63,246,25,95601,1,0
18260,38159,1,2021-05-31,1,12,63,246,25,95602,1,0
18261,38167,1,2024-08-18,1,15,81,450,39,95626,1,0
18262,38167,1,2024-08-09,1,5,81,450,39,95627,1,0
18263,38167,1,2024-07-30,1,3,81,450,39,95628,1,0
18264,38175,1,2025-07-24,1,12,129,440,67,95649,1,0
18265,38175,1,2025-08-03,1,10,129,440,67,95650,1,0
18266,38175,1,2025-07-28,1,25,129,440,67,95651,1,0
18267,38185,1,2022-08-10,1,6,190,271,95,95676,1,0
18268,38186,1,2022-10-23,1,29,64,324,22,95678,1,0
18269,38186,1,2022-10-24,1,13,64,324,22,95679,1,0
18270,38186,1,2022-10-21,1,7,64,324,22,95680,1,0
18271,38191,1,2025-12-20,1,10,53,264,17,95692,1,0
18272,38191,1,2025-12-15,1,16,53,264,17,95693,1,0
18273,38191,1,2025-12-20,1,13,53,264,17,95694,1,0
18274,38191,1,2025-12-25,1,15,53,264,17,95695,1,0
18275,38194,1,2023-09-13,1,13,99,37,47,95702,1,0
18276,38197,1,2023-04-22,1,8,191,112,95,95708,1,0
18277,38198,1,2023-07-29,1,11,72,120,34,95709,1,0
18278,38198,1,2023-08-04,1,26,72,120,34,95710,1,0
18279,38217,1,2020-04-24,1,31,209,208,104,95757,1,0
18280,38232,1,2021-11-29,1,13,219,312,106,95793,1,0
18281,38235,1,2021-08-23,1,12,93,168,41,95800,1,0
18282,38235,1,2021-09-08,1,24,93,168,41,95801,1,0
18283,38235,1,2021-08-11,1,8,93,168,41,95802,1,0
18284,38241,1,2020-06-28,1,26,203,441,99,95817,1,0
18285,38243,1,2024-11-09,1,25,175,111,85,95821,1,0
18286,38243,1,2024-11-20,1,26,175,111,85,95822,1,0
18287,38243,1,2024-12-05,1,4,175,111,85,95823,1,0
18288,38243,1,2024-12-02,1,16,175,111,85,95824,1,0
18289,38246,1,2023-01-19,1,15,103,463,45,95829,1,0
18290,38248,1,2026-10-29,1,6,126,227,66,95831,1,0
18291,38252,1,2022-11-10,1,12,13,214,6,95842,1,0
18292,38252,1,2022-11-02,1,24,13,214,6,95843,1,0
18293,38252,1,2022-10-21,1,23,13,214,6,95844,1,0
18294,38257,1,2021-08-21,1,11,10,357,4,95850,1,0
18295,38257,1,2021-09-10,1,22,10,357,4,95851,1,0
18296,38262,1,2022-06-16,1,21,221,18,110,95863,1,0
18297,38266,1,2026-03-30,1,6,28,239,14,95872,1,0
18298,38267,1,2025-12-12,1,8,139,129,70,95874,1,0
18299,38268,1,2023-04-08,1,2,198,353,101,95875,1,0
18300,38268,1,2023-04-14,1,3,198,353,101,95877,1,0
18301,38268,1,2023-04-04,1,23,198,353,101,95878,1,0
18302,38269,1,2022-07-31,1,17,128,132,64,95879,1,0
18303,38269,1,2022-08-09,1,17,128,132,64,95880,1,0
18304,38269,1,2022-08-14,1,28,128,132,64,95881,1,0
18305,38270,1,2021-02-21,1,28,107,490,50,95882,1,0
18306,38270,1,2021-03-22,1,11,107,490,50,95884,1,0
18307,38270,1,2021-03-07,1,12,107,490,50,95885,1,0
18308,38271,1,2022-07-05,1,4,143,494,71,95886,1,0
18309,38271,1,2022-06-23,1,3,143,494,71,95887,1,0
18310,38279,1,2020-05-17,1,28,72,145,36,95906,1,0
18311,38279,1,2020-05-16,1,1,72,145,36,95907,1,0
18312,38279,1,2020-05-09,1,10,72,145,36,95909,1,0
18313,38280,1,2020-09-02,1,20,109,204,51,95910,1,0
18314,38280,1,2020-09-16,1,20,109,204,51,95912,1,0
18315,38287,1,2023-02-28,1,9,220,235,109,95924,1,0
18316,38291,1,2021-02-11,1,18,98,323,43,95932,1,0
18317,38296,1,2020-12-03,1,19,211,361,103,95941,1,0
18318,38299,1,2020-07-22,1,20,210,380,104,95946,1,0
18319,38300,1,2021-02-24,1,26,191,112,95,95947,1,0
18320,38300,1,2021-03-09,1,27,191,112,95,95948,1,0
18321,38300,1,2021-03-18,1,22,191,112,95,95949,1,0
18322,38300,1,2021-03-05,1,31,191,112,95,95950,1,0
18323,38306,1,2026-02-20,1,28,187,30,95,95962,1,0
18324,38306,1,2026-03-01,1,5,187,30,95,95963,1,0
18325,38306,1,2026-02-21,1,5,187,30,95,95964,1,0
18326,38310,1,2023-12-17,1,11,25,200,11,95979,1,0
18327,38310,1,2023-12-24,1,25,25,200,11,95980,1,0
18328,38313,1,2020-03-13,1,21,42,83,21,95984,1,0
18329,38313,1,2020-02-28,1,24,42,83,21,95985,1,0
18330,38313,1,2020-02-27,1,26,42,83,21,95986,1,0
18331,38316,1,2024-04-13,1,15,199,458,98,95989,1,0
18332,38319,1,2024-04-29,1,6,4,336,2,95993,1,0
18333,38319,1,2024-05-22,1,14,4,336,2,95994,1,0
18334,38319,1,2024-05-15,1,23,4,336,2,95995,1,0
18335,38319,1,2024-05-01,1,7,4,336,2,95996,1,0
18336,38321,1,2024-08-17,1,19,208,312,103,95999,1,0
18337,38321,1,2024-09-05,1,1,208,312,103,96001,1,0
18338,38321,1,2024-08-26,1,10,208,312,103,96002,1,0
18339,38324,1,2024-03-07,1,10,9,87,4,96009,1,0
18340,38324,1,2024-04-01,1,13,9,87,4,96010,1,0
18341,38324,1,2024-03-27,1,30,9,87,4,96011,1,0
18342,38325,1,2026-11-05,1,20,200,159,101,96012,1,0
18343,38325,1,2026-10-27,1,18,200,159,101,96013,1,0
18344,38325,1,2026-10-21,1,16,200,159,101,96014,1,0
18345,38325,1,2026-11-06,1,25,200,159,101,96015,1,0
18346,38327,1,2023-11-19,1,17,27,333,11,96019,1,0
18347,38327,1,2023-12-02,1,18,27,333,11,96020,1,0
18348,38327,1,2023-12-03,1,4,27,333,11,96021,1,0
18349,38328,1,2024-09-01,1,13,253,215,129,96022,1,0
18350,38328,1,2024-09-19,1,8,253,215,129,96023,1,0
18351,38331,1,2024-08-01,1,9,240,199,119,96031,1,0
18352,38331,1,2024-08-21,1,10,240,199,119,96033,1,0
18353,38339,1,2023-12-06,1,12,254,10,129,96053,1,0
18354,38339,1,2023-12-22,1,1,254,10,129,96055,1,0
18355,38339,1,2023-12-21,1,10,254,10,129,96056,1,0
18356,38343,1,2026-02-15,1,24,117,487,56,96065,1,0
18357,38354,1,2021-01-04,1,29,221,131,108,96094,1,0
18358,38354,1,2020-12-23,1,27,221,131,108,96095,1,0
18359,38354,1,2020-12-10,1,15,221,131,108,96097,1,0
18360,38358,1,2026-09-13,1,7,41,182,21,96108,1,0
18361,38360,1,2023-12-13,1,6,17,361,9,96112,1,0
18362,38360,1,2024-01-02,1,21,17,361,9,96113,1,0
18363,38361,1,2022-07-19,1,9,247,78,127,96114,1,0
18364,38361,1,2022-07-23,1,15,247,78,127,96115,1,0
18365,38361,1,2022-07-13,1,28,247,78,127,96116,1,0
18366,38364,1,2022-05-21,1,6,102,47,46,96122,1,0
18367,38366,1,2026-07-15,1,27,32,71,21,96126,1,0
18368,38366,1,2026-07-22,1,24,32,71,21,96127,1,0
18369,38366,1,2026-08-05,1,10,32,71,21,96128,1,0
18370,38371,1,2026-06-23,1,3,84,221,40,96135,1,0
18371,38371,1,2026-06-13,1,5,84,221,40,96137,1,0
18372,38372,1,2026-11-19,1,30,183,386,93,96138,1,0
18373,38372,1,2026-11-18,1,5,183,386,93,96139,1,0
18374,38372,1,2026-11-24,1,19,183,386,93,96140,1,0
18375,38380,1,2027-01-07,1,18,148,292,76,96160,1,0
18376,38380,1,2027-01-20,1,24,148,292,76,96161,1,0
18377,38382,1,2024-11-28,1,15,260,11,129,96164,1,0
18378,38387,1,2021-04-26,1,21,94,51,44,96176,1,0
18379,38387,1,2021-05-04,1,3,94,51,44,96177,1,0
18380,38387,1,2021-04-24,1,19,94,51,44,96178,1,0
18381,38387,1,2021-04-29,1,11,94,51,44,96179,1,0
18382,38389,1,2026-02-10,1,8,217,247,109,96182,1,0
18383,38389,1,2026-02-09,1,29,217,247,109,96183,1,0
18384,38396,1,2023-01-09,1,24,5,192,1,96201,1,0
18385,38396,1,2023-01-13,1,3,5,192,1,96202,1,0
18386,38396,1,2023-01-17,1,12,5,192,1,96203,1,0
18387,38404,1,2021-02-15,1,6,210,380,103,96227,1,0
18388,38404,1,2021-02-14,1,19,210,380,103,96228,1,0
18389,38404,1,2021-02-16,1,14,210,380,103,96229,1,0
18390,38404,1,2021-02-27,1,8,210,380,103,96230,1,0
18391,38409,1,2024-05-19,1,6,122,90,61,96241,1,0
18392,38409,1,2024-04-28,1,27,122,90,61,96242,1,0
18393,38409,1,2024-05-04,1,17,122,90,61,96244,1,0
18394,38410,1,2023-05-15,1,8,104,325,45,96245,1,0
18395,38410,1,2023-05-12,1,1,104,325,45,96246,1,0
18396,38410,1,2023-05-08,1,3,104,325,45,96247,1,0
18397,38413,1,2024-06-03,1,25,69,36,30,96257,1,0
18398,38413,1,2024-05-21,1,28,69,36,30,96258,1,0
18399,38413,1,2024-06-11,1,12,69,36,30,96259,1,0
18400,38414,1,2023-01-03,1,1,222,57,110,96260,1,0
18401,38414,1,2022-12-30,1,24,222,57,110,96261,1,0
18402,38423,1,2025-12-31,1,13,18,481,7,96276,1,0
18403,38427,1,2026-11-27,1,11,246,320,122,96285,1,0
18404,38427,1,2026-11-23,1,27,246,320,122,96286,1,0
18405,38427,1,2026-11-17,1,4,246,320,122,96287,1,0
18406,38428,1,2022-07-16,1,4,82,421,40,96288,1,0
18407,38436,1,2020-04-25,1,28,175,111,84,96305,1,0
18408,38437,1,2024-09-03,1,30,165,465,80,96306,1,0
18409,38439,1,2025-08-01,1,31,183,386,91,96308,1,0
18410,38439,1,2025-07-23,1,26,183,386,91,96309,1,0
18411,38439,1,2025-07-27,1,22,183,386,91,96311,1,0
18412,38441,1,2024-02-02,1,5,87,114,40,96313,1,0
18413,38441,1,2024-02-05,1,30,87,114,40,96315,1,0
18414,38441,1,2024-02-23,1,3,87,114,40,96316,1,0
18415,38442,1,2023-12-07,1,15,74,14,37,96317,1,0
18416,38442,1,2023-11-19,1,25,74,14,37,96318,1,0
18417,38442,1,2023-12-04,1,13,74,14,37,96319,1,0
18418,38442,1,2023-11-16,1,14,74,14,37,96320,1,0
18419,38471,1,2026-10-22,1,7,151,245,76,96401,1,0
18420,38471,1,2026-10-12,1,30,151,245,76,96402,1,0
18421,38483,1,2025-04-27,1,19,242,59,124,96429,1,0
18422,38483,1,2025-05-03,1,18,242,59,124,96430,1,0
18423,38483,1,2025-05-20,1,10,242,59,124,96431,1,0
18424,38486,1,2023-02-22,1,30,189,422,94,96438,1,0
18425,38491,1,2024-02-20,1,4,248,92,126,96449,1,0
18426,38491,1,2024-02-22,1,14,248,92,126,96450,1,0
18427,38491,1,2024-03-08,1,30,248,92,126,96451,1,0
18428,38491,1,2024-03-02,1,2,248,92,126,96452,1,0
18429,38497,1,2023-08-20,1,18,116,1,55,96463,1,0
18430,38501,1,2020-07-08,1,24,111,410,53,96469,1,0
18431,38503,1,2020-04-22,1,25,89,107,42,96473,1,0
18432,38504,1,2025-09-10,1,7,66,212,30,96474,1,0
18433,38504,1,2025-09-25,1,21,66,212,30,96475,1,0
18434,38505,1,2026-05-14,1,11,125,195,58,96476,1,0
18435,38505,1,2026-05-06,1,5,125,195,58,96478,1,0
18436,38509,1,2025-03-17,1,18,221,249,110,96485,1,0
18437,38509,1,2025-03-07,1,9,221,249,110,96486,1,0
18438,38510,1,2021-04-15,1,15,123,119,57,96487,1,0
18439,38510,1,2021-04-17,1,22,123,119,57,96488,1,0
18440,38511,1,2020-09-01,1,26,192,321,95,96490,1,0
18441,38511,1,2020-09-15,1,7,192,321,95,96491,1,0
18442,38511,1,2020-09-09,1,9,192,321,95,96492,1,0
18443,38511,1,2020-09-13,1,29,192,321,95,96493,1,0
18444,38512,1,2020-11-10,1,16,247,497,126,96494,1,0
18445,38512,1,2020-11-06,1,12,247,497,126,96495,1,0
18446,38514,1,2022-07-05,1,23,53,91,17,96500,1,0
18447,38514,1,2022-07-04,1,13,53,91,17,96501,1,0
18448,38515,1,2026-08-24,1,11,57,149,16,96502,1,0
18449,38515,1,2026-08-26,1,27,57,149,16,96503,1,0
18450,38519,1,2025-03-18,1,8,134,253,71,96512,1,0
18451,38519,1,2025-03-21,1,28,134,253,71,96513,1,0
18452,38519,1,2025-03-13,1,4,134,253,71,96514,1,0
18453,38519,1,2025-03-14,1,11,134,253,71,96515,1,0
18454,38520,1,2022-03-10,1,29,133,286,66,96516,1,0
18455,38520,1,2022-02-20,1,23,133,286,66,96517,1,0
18456,38528,1,2022-03-10,1,29,47,345,20,96537,1,0
18457,38528,1,2022-03-06,1,4,47,345,20,96538,1,0
18458,38528,1,2022-03-20,1,27,47,345,20,96539,1,0
18459,38531,1,2021-08-19,1,4,110,401,51,96544,1,0
18460,38531,1,2021-08-12,1,18,110,401,51,96545,1,0
18461,38536,1,2026-11-24,1,5,148,292,76,96557,1,0
18462,38536,1,2026-11-15,1,5,148,292,76,96559,1,0
18463,38536,1,2026-11-05,1,6,148,292,76,96560,1,0
18464,38546,1,2026-11-02,1,9,118,170,56,96589,1,0
18465,38546,1,2026-11-15,1,11,118,170,56,96590,1,0
18466,38548,1,2020-08-13,1,26,60,266,24,96593,1,0
18467,38548,1,2020-08-04,1,14,60,266,24,96594,1,0
18468,38561,1,2025-03-25,1,2,72,145,37,96626,1,0
18469,38565,1,2024-09-16,1,10,137,4,69,96637,1,0
18470,38570,1,2024-12-05,1,4,258,420,130,96655,1,0
18471,38576,1,2025-05-26,1,9,186,474,95,96668,1,0
18472,38576,1,2025-05-15,1,9,186,474,95,96669,1,0
18473,38576,1,2025-05-28,1,17,186,474,95,96670,1,0
18474,38582,1,2023-11-23,1,19,90,60,42,96685,1,0
18475,38582,1,2023-12-13,1,28,90,60,42,96687,1,0
18476,38584,1,2023-05-27,1,6,252,267,126,96689,1,0
18477,38586,1,2024-07-15,1,11,152,133,76,96693,1,0
18478,38586,1,2024-07-16,1,19,152,133,76,96694,1,0
18479,38591,1,2026-10-07,1,1,203,499,98,96707,1,0
18480,38591,1,2026-09-28,1,27,203,499,98,96708,1,0
18481,38591,1,2026-10-10,1,21,203,499,98,96709,1,0
18482,38591,1,2026-09-19,1,13,203,499,98,96710,1,0
18483,38592,1,2023-06-17,1,5,99,477,46,96711,1,0
18484,38596,1,2026-08-25,1,12,65,99,23,96717,1,0
18485,38599,1,2025-08-19,1,21,48,188,16,96723,1,0
18486,38599,1,2025-09-01,1,12,48,188,16,96724,1,0
18487,38599,1,2025-08-11,1,8,48,188,16,96725,1,0
18488,38600,1,2026-10-26,1,17,145,389,74,96726,1,0
18489,38606,1,2021-12-20,1,27,233,328,117,96746,1,0
18490,38606,1,2022-01-05,1,25,233,328,117,96747,1,0
18491,38606,1,2022-01-14,1,13,233,328,117,96748,1,0
18492,38606,1,2022-01-14,1,8,233,328,117,96749,1,0
18493,38608,1,2020-07-01,1,2,213,426,104,96754,1,0
18494,38608,1,2020-07-06,1,23,213,426,104,96755,1,0
18495,38608,1,2020-07-12,1,24,213,426,104,96756,1,0
18496,38611,1,2021-07-29,1,14,147,493,74,96762,1,0
18497,38613,1,2026-03-07,1,9,261,445,130,96765,1,0
18498,38613,1,2026-03-24,1,21,261,445,130,96766,1,0
18499,38613,1,2026-03-23,1,12,261,445,130,96767,1,0
18500,38617,1,2024-02-20,1,1,79,257,39,96781,1,0
18501,38620,1,2023-01-28,1,19,52,84,18,96787,1,0
18502,38620,1,2023-01-25,1,1,52,84,18,96788,1,0
18503,38624,1,2021-07-10,1,18,65,452,24,96795,1,0
18504,38625,1,2022-09-02,1,11,226,479,112,96796,1,0
18505,38625,1,2022-08-26,1,24,226,479,112,96797,1,0
18506,38625,1,2022-09-03,1,9,226,479,112,96798,1,0
18507,38627,1,2020-07-31,1,30,38,263,17,96803,1,0
18508,38627,1,2020-08-16,1,20,38,263,17,96805,1,0
18509,38636,1,2026-09-03,1,12,71,323,30,96830,1,0
18510,38636,1,2026-08-21,1,1,71,323,30,96831,1,0
18511,38636,1,2026-08-12,1,3,71,323,30,96832,1,0
18512,38642,1,2021-06-03,1,29,5,383,2,96851,1,0
18513,38644,1,2023-02-01,1,29,73,203,38,96855,1,0
18514,38644,1,2023-02-19,1,6,73,203,38,96856,1,0
18515,38644,1,2023-02-05,1,17,73,203,38,96857,1,0
18516,38645,1,2021-05-30,1,31,187,30,95,96859,1,0
18517,38645,1,2021-05-19,1,17,187,30,95,96860,1,0
18518,38645,1,2021-05-16,1,1,187,30,95,96861,1,0
18519,38645,1,2021-05-19,1,19,187,30,95,96862,1,0
18520,38651,1,2025-04-17,1,29,102,47,48,96872,1,0
18521,38659,1,2026-08-05,1,5,19,194,9,96893,1,0
18522,38659,1,2026-07-15,1,31,19,194,9,96894,1,0
18523,38659,1,2026-07-25,1,6,19,194,9,96895,1,0
18524,38660,1,2020-06-28,1,17,132,283,64,96897,1,0
18525,38660,1,2020-06-30,1,25,132,283,64,96898,1,0
